"Genes, NCBI Canis lupus familiaris Annotation Release 106, 2021-01-10"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_051805.1,44146,117941,ENPP1,minus,100856150,
NC_051805.1,121018,124880,LOC102151484,minus,102151484,
NC_051805.1,160575,164312,LOC100685702,plus,100685702,
NC_051805.1,193634,237324,LOC100685782,minus,100685782,
NC_051805.1,283811,284401,LOC119870691,minus,119870691,
NC_051805.1,284304,365294,PARD6G,plus,483923,
NC_051805.1,398372,434322,ADNP2,minus,100686027,
NC_051805.1,440852,470819,LOC100685536,minus,100685536,
NC_051805.1,470692,476856,LOC119870385,plus,119870385,
NC_051805.1,490587,519949,RBFA,minus,606936,
NC_051805.1,504898,512798,LOC102154355,plus,102154355,
NC_051805.1,520112,533019,TXNL4A,plus,476156,
NC_051805.1,538423,538495,TRNAQ-UUG,minus,119869966,
NC_051805.1,541086,545171,HSBP1L1,minus,100686180,
NC_051805.1,553620,557999,LOC111091658,minus,111091658,
NC_051805.1,555720,557467,LOC111091673,minus,111091673,
NC_051805.1,557987,603282,SLC66A2,plus,476157,
NC_051805.1,567681,568243,LOC106559849,plus,106559849,
NC_051805.1,603235,658680,KCNG2,minus,607004,
NC_051805.1,686920,745968,CTDP1,minus,476158,
NC_051805.1,712675,717729,LOC119870433,minus,119870433,
NC_051805.1,762139,767487,LOC111091841,minus,111091841,
NC_051805.1,783438,785951,LOC119870619,minus,119870619,
NC_051805.1,803640,806179,LOC111090558,plus,111090558,
NC_051805.1,826991,923076,NFATC1,minus,483925,
NC_051805.1,925482,929296,LOC111091898,plus,111091898,
NC_051805.1,938790,1175972,ATP9B,minus,483926,
NC_051805.1,1214129,1225659,LOC119870460,plus,119870460,
NC_051805.1,1215664,1234710,SALL3,minus,607126,
NC_051805.1,1262006,1267044,LOC111092007,plus,111092007,
NC_051805.1,1349763,1357060,LOC111092029,minus,111092029,
NC_051805.1,1499681,1505473,LOC119870620,minus,119870620,
NC_051805.1,1618002,1624822,LOC102155992,plus,102155992,
NC_051805.1,1661330,1662897,LOC111090560,plus,111090560,
NC_051805.1,1918475,1921029,LOC119875935,minus,119875935,
