"Genes, NCBI Mus musculus Annotation Release 109, 2020-09-22"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000073.7,3147437,3148984,Gm18198,plus,100416691,"predicted gene, 18198"
NC_000073.7,3152318,3153844,Gm6727,minus,627003,predicted gene 6727
NC_000073.7,3158548,3161963,Gm7353,minus,664817,predicted pseudogene 7353
NC_000073.7,3165941,3166297,Gm44451,minus,115486498,
NC_000073.7,3178146,3194832,Speer9-ps1,plus,73949,"spermatogenesis associated glutamate (E)-rich protein 9, pseudogene 1"
NC_000073.7,3199833,3200859,Gm29708,plus,101055669,"predicted gene, 29708"
NC_000073.7,3204498,3219029,AU018091,minus,245128,expressed sequence AU018091
NC_000073.7,3230838,3231707,Gm3375,plus,100041503,predicted gene 3375
NC_000073.7,3267300,3267382,Mir290a,plus,100049710,microRNA 290a
NC_000073.7,3267312,3267369,Mir290b,minus,102465789,microRNA 290b
NC_000073.7,3267317,3298400,Nlrp12,minus,378425,"NLR family, pyrin domain containing 12"
NC_000073.7,3267458,3269689,D7Ertd143e,plus,100303645,"DNA segment, Chr 7, ERATO Doi 143, expressed"
NC_000073.7,3267593,3267674,Mir291a,plus,100049715,microRNA 291a
NC_000073.7,3267863,3267944,Mir292,plus,100049711,microRNA 292
NC_000073.7,3267872,3267933,Mir292b,minus,102467000,microRNA 292b
NC_000073.7,3268156,3268234,Mir291b,plus,100124471,microRNA 291b
NC_000073.7,3269017,3269096,Mir293,plus,100049714,microRNA 293
NC_000073.7,3269315,3269398,Mir294,plus,100049712,microRNA 294
NC_000073.7,3269447,3269515,Mir295,plus,100049713,microRNA 295
NC_000073.7,3313706,3314650,Gm20553,minus,257852,"predicted gene, 20553"
NC_000073.7,3333163,3334038,Gm5340,minus,384710,predicted gene 5340
NC_000073.7,3337563,3347871,Myadm,plus,50918,myeloid-associated differentiation marker
NC_000073.7,3351982,3379615,Prkcg,plus,18752,"protein kinase C, gamma"
NC_000073.7,3380538,3416737,Cacng7,plus,81904,"calcium channel, voltage-dependent, gamma subunit 7"
NC_000073.7,3418943,3439248,Gm9567,minus,672553,
NC_000073.7,3442558,3464782,Cacng8,plus,81905,"calcium channel, voltage-dependent, gamma subunit 8"
NC_000073.7,3463582,3463672,Gm23450,plus,104795667,"predicted gene, 23450"
NC_000073.7,3470181,3471961,3300002P13Rik,minus,70230,RIKEN cDNA 3300002P13 gene
NC_000073.7,3472017,3484183,Cacng6,plus,54378,"calcium channel, voltage-dependent, gamma subunit 6"
NC_000073.7,3500762,3524349,Gm35037,plus,102638484,
NC_000073.7,3516323,3523515,Gm45920,minus,105242840,
NC_000073.7,3535015,3551159,Tarm1,minus,245126,"T cell-interacting, activating receptor on myeloid cells 1"
NC_000073.7,3612812,3619156,Oscar,minus,232790,osteoclast associated receptor
NC_000073.7,3620372,3623162,Ndufa3,plus,66091,NADH:ubiquinone oxidoreductase subunit A3
NC_000073.7,3623323,3632928,Tfpt,minus,69714,TCF3 (E2A) fusion partner
NC_000073.7,3632984,3645484,Prpf31,plus,68988,pre-mRNA processing factor 31
NC_000073.7,3634070,3648500,Gm15927,minus,102638607,
NC_000073.7,3646717,3664108,Cnot3,plus,232791,"CCR4-NOT transcription complex, subunit 3"
NC_000073.7,3658961,3659046,Mir3572,plus,100628594,microRNA 3572
NC_000073.7,3663106,3668839,Leng1,minus,69757,leukocyte receptor cluster (LRC) member 1
NC_000073.7,3668753,3680552,Tmc4,minus,353499,transmembrane channel-like gene family 4
NC_000073.7,3680788,3696188,Mboat7,minus,77582,membrane bound O-acyltransferase domain containing 7
NC_000073.7,3696086,3704034,Tsen34,plus,66078,tRNA splicing endonuclease subunit 34
NC_000073.7,3706925,3709898,Rps9,plus,76846,ribosomal protein S9
NC_000073.7,3715504,3723381,Pirb,minus,18733,paired Ig-like receptor B
NC_000073.7,3734625,3742957,Pira1,minus,18722,paired-Ig-like receptor A1
NC_000073.7,3758477,3767107,Gm15930,minus,101055673,
NC_000073.7,3789259,3802594,Gm15925,minus,100502662,predicted gene 15925
NC_000073.7,3819696,3828759,Gm15448,minus,100041146,
NC_000073.7,3839807,3848102,Pira2,minus,18725,paired-Ig-like receptor A2
NC_000073.7,3863622,3872263,Gm10693,minus,675749,
NC_000073.7,3887200,3901158,Gm14548,minus,100038909,predicted gene 14548
NC_000073.7,3911276,3918569,Lilra6,minus,18726,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6"
NC_000073.7,3984109,3985878,1700095K22Rik,plus,115486499,RIKEN cDNA 1700095K22 gene
NC_000073.7,3986723,3987210,Gm7363,minus,664841,
NC_000073.7,3996099,3997505,Gm15928,minus,102639554,
NC_000073.7,4010072,4076566,Lair1,minus,52855,leukocyte-associated Ig-like receptor 1
