"Genes, NCBI Mus musculus Annotation Release 109, 2020-09-22"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000082.7,3119839,3120419,Gm3749,plus,100042251,predicted gene 3749
NC_000082.7,3122816,3123640,Gm4111,plus,100042925,predicted gene 4111
NC_000082.7,3171596,3172251,LOC118568239,minus,118568239,
NC_000082.7,3195468,3196385,Vmn1r-ps138,minus,100312518,"vomeronasal 1 receptor, pseudogene 138"
NC_000082.7,3286324,3298915,Gm35974,plus,102639732,
NC_000082.7,3352240,3352692,Gm4116,plus,100042937,
NC_000082.7,3353349,3353475,Gm22598,minus,115488710,
NC_000082.7,3410262,3411203,Olfr161,plus,258859,olfactory receptor 161
NC_000082.7,3419796,3420729,Olfr162-ps1,plus,258057,"olfactory receptor 162, pseudogene 1"
NC_000082.7,3434798,3477225,LOC118568248,plus,118568248,
NC_000082.7,3436446,3436652,Olfr163-ps1,plus,258018,"olfactory receptor 163, pseudogene 1"
NC_000082.7,3442899,3451052,6720473M11Rik,minus,115488623,RIKEN cDNA 6720473M11 gene
NC_000082.7,3524838,3536073,Mefv,minus,54483,Mediterranean fever
NC_000082.7,3548122,3549019,Tdgf1-ps1,plus,620395,"teratocarcinoma-derived growth factor, pseudogene 1"
NC_000082.7,3552116,3552259,LOC115488706,minus,115488706,
NC_000082.7,3561883,3568654,Zfp263,plus,74120,zinc finger protein 263
NC_000082.7,3572582,3581720,Gm36195,plus,102640021,
NC_000082.7,3593606,3596221,Gm41409,plus,105246058,
NC_000082.7,3656839,3657777,Olfr15,plus,18312,olfactory receptor 15
NC_000082.7,3665054,3690319,Zfp174,plus,385674,zinc finger protein 174
NC_000082.7,3679408,3702241,Zfp597,minus,71063,zinc finger protein 597
NC_000082.7,3690365,3722645,Naa60,plus,74763,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
NC_000082.7,3713043,3726517,Gm41410,minus,105246059,"predicted gene, 41410"
NC_000082.7,3723662,3726553,1700037C18Rik,minus,73261,RIKEN cDNA 1700037C18 gene
NC_000082.7,3725058,3760163,Cluap1,plus,76779,clusterin associated protein 1
NC_000082.7,3743930,3745326,LOC118568250,plus,118568250,
NC_000082.7,3745501,3746030,Gm15539,plus,100416290,predicted gene 15539
NC_000082.7,3754538,3754681,LOC115488700,minus,115488700,
NC_000082.7,3762871,3796881,Nlrc3,minus,268857,"NLR family, CARD domain containing 3"
NC_000082.7,3796969,3821708,Slx4,minus,52864,SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)
NC_000082.7,3854822,3857888,Dnase1,plus,13419,deoxyribonuclease I
NC_000082.7,3857835,3895704,Trap1,minus,68015,TNF receptor-associated protein 1
NC_000082.7,3899198,4031864,Crebbp,minus,12914,CREB binding protein
NC_000082.7,4037776,4046980,4930455F16Rik,minus,76397,RIKEN cDNA 4930455F16 gene
NC_000082.7,4047093,4049069,Gm5766,plus,436332,predicted gene 5766
NC_000082.7,4082576,4102171,Gm36359,minus,102640245,
NC_000082.7,4102750,4255094,Adcy9,minus,11515,adenylate cyclase 9
NC_000082.7,4138045,4138574,Gm6142,minus,620313,predicted pseudogene 6142
NC_000082.7,4294843,4359772,Srl,minus,106393,sarcalumenin
NC_000082.7,4362525,4378625,Tfap4,minus,83383,transcription factor AP4
NC_000082.7,4408804,4412118,D330022H12Rik,minus,105246062,
NC_000082.7,4412217,4443076,Glis2,plus,83396,GLIS family zinc finger 2
NC_000082.7,4434330,4442810,Pam16,minus,66449,presequence translocase-asssociated motor 16 homolog (S. cerevisiae)
NC_000082.7,4444748,4497584,Coro7,minus,78885,coronin 7
NC_000082.7,4457809,4469030,Vasn,plus,246154,vasorin
NC_000082.7,4501934,4525559,Dnaja3,plus,83945,DnaJ heat shock protein family (Hsp40) member A3
NC_000082.7,4529181,4537220,Nmral1,minus,67824,NmrA-like family domain containing 1
NC_000082.7,4544225,4584606,Hmox2,plus,15369,heme oxygenase 2
NC_000082.7,4583325,4608156,Cdip1,minus,66626,cell death inducing Trp53 target 1
NC_000082.7,4653280,4685555,4930562C15Rik,plus,78809,RIKEN cDNA 4930562C15 gene
NC_000082.7,4675047,4678851,Gm36513,minus,115488649,
NC_000082.7,4692641,4698190,Ubald1,minus,207740,UBA-like domain containing 1
NC_000082.7,4703964,4756160,Mgrn1,plus,17237,"mahogunin, ring finger 1"
NC_000082.7,4753028,4757449,Gm16861,minus,100503704,"predicted gene, 16861"
NC_000082.7,4756975,4758892,Nudt16l1,plus,66911,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1
NC_000082.7,4759279,4783362,Anks3,minus,72615,ankyrin repeat and sterile alpha motif domain containing 3
NC_000082.7,4768632,4773308,Gm36681,plus,102640667,
