"Genes, NCBI Xenopus tropicalis Annotation Release 104, 2019-12-18"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_030685.2,19062,19228,LOC116407882,plus,116407882,
NC_030685.2,24810,24976,LOC116407888,plus,116407888,
NC_030685.2,28235,29363,LOC116407615,plus,116407615,
NC_030685.2,43550,56491,LOC105945931,minus,105945931,
NC_030685.2,78433,96068,wdr24,minus,100216081,WD repeat domain 24
NC_030685.2,116211,157902,fbxl16,plus,100125019,F-box and leucine-rich repeat protein 16
NC_030685.2,166022,174152,antkmt,plus,100145103,adenine nucleotide translocase lysine methyltransferase
NC_030685.2,174063,192304,ccdc78,minus,100489806,
NC_030685.2,194672,199219,igfals,plus,100489984,
NC_030685.2,199401,216925,mgrn1,minus,549665,"mahogunin ring finger 1, E3 ubiquitin protein ligase"
NC_030685.2,227452,269044,c9h16orf96,minus,101734550,
NC_030685.2,274899,285302,cdip1,plus,595019,cell death-inducing p53 target 1
NC_030685.2,293146,296504,nmral1,minus,549716,NmrA-like family domain containing 1
NC_030685.2,303160,310542,hmox2,plus,780096,heme oxygenase 2
NC_030685.2,311098,335470,cdkl4,plus,100488143,
NC_030685.2,345758,362026,tufm,minus,116406430,
NC_030685.2,365894,385873,atxn2l,minus,100216248,ataxin 2-like
NC_030685.2,420803,455470,sh2b1,plus,101730577,
NC_030685.2,464870,484600,mto1,plus,116407507,
NC_030685.2,483483,489099,npipb11,minus,116407617,
NC_030685.2,489457,496975,ppp1ca,plus,100145598,"protein phosphatase 1, catalytic subunit, alpha isozyme"
NC_030685.2,522444,532096,tctn3,minus,100496186,
NC_030685.2,547470,577611,cd19,minus,100496342,
NC_030685.2,577000,586921,rabep2,plus,116407612,
NC_030685.2,590605,597485,LOC116407729,plus,116407729,
NC_030685.2,601785,622094,atp2a1,minus,613090,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
NC_030685.2,671805,692790,LOC116407722,minus,116407722,
NC_030685.2,725476,1018840,LOC101734116,minus,101734116,
NC_030685.2,791536,832909,LOC108645255,minus,108645255,
NC_030685.2,818779,824805,LOC101731448,plus,101731448,
NC_030685.2,908047,925455,LOC116407641,minus,116407641,
NC_030685.2,1023091,1031394,LOC116407618,plus,116407618,
NC_030685.2,1067628,1083704,LOC100487648,plus,100487648,
NC_030685.2,1113991,1150172,LOC100488918,minus,100488918,
NC_030685.2,1161898,1165307,LOC101733402,minus,101733402,
NC_030685.2,1165349,1169552,LOC116407619,minus,116407619,
NC_030685.2,1177364,1230699,LOC101733531,minus,101733531,
NC_030685.2,1269986,1274399,LOC101731890,minus,101731890,
NC_030685.2,1297850,1308569,LOC100488748,minus,100488748,
NC_030685.2,1313249,1380442,LOC100145470,minus,100145470,
NC_030685.2,1393004,1394988,LOC105945593,minus,105945593,
NC_030685.2,1396781,1404463,LOC100493026,minus,100493026,
NC_030685.2,1427598,1444269,LOC100493192,minus,100493192,
NC_030685.2,1463308,1564103,LOC101732019,minus,101732019,
NC_030685.2,1566000,1574893,LOC108645183,minus,108645183,
NC_030685.2,1581438,1593125,LOC101734786,minus,101734786,
NC_030685.2,1595567,1622637,LOC101734362,minus,101734362,
NC_030685.2,1630129,1648209,LOC100496188,minus,100496188,
NC_030685.2,1676314,1708823,LOC100496344,plus,100496344,
NC_030685.2,1746601,1759426,LOC101734480,plus,101734480,
NC_030685.2,1764539,1774890,LOC100145016,minus,100145016,
NC_030685.2,1778320,1797067,LOC101734363,minus,101734363,
NC_030685.2,1811073,1818496,nfatc2ip,plus,779990,nuclear factor of activated T cells 2 interacting protein
NC_030685.2,1823204,1834858,eif3c,plus,395052,eukaryotic translation initiation factor 3 subunit C
NC_030685.2,1835703,1842751,prodh2,plus,101734436,
NC_030685.2,1844137,1856575,LOC493544,plus,493544,adprh protein
NC_030685.2,1857066,1868604,LOC105946208,minus,105946208,
NC_030685.2,1874884,1875816,LOC116407620,minus,116407620,
NC_030685.2,1896679,1906991,LOC101732334,plus,101732334,
NC_030685.2,1918649,1925208,LOC116407694,plus,116407694,
NC_030685.2,1928810,1954107,LOC100496873,plus,100496873,
NC_030685.2,1941157,1954107,LOC105945712,plus,105945712,
NC_030685.2,1956648,1960510,LOC116407621,plus,116407621,
NC_030685.2,1960560,1973425,LOC116407699,minus,116407699,
NC_030685.2,1978579,1994403,lat,minus,100495612,
NC_030685.2,1997907,2000201,LOC100495443,minus,100495443,
NC_030685.2,2003286,2007084,LOC116407622,plus,116407622,
NC_030685.2,2022357,2023115,LOC100496405,plus,100496405,
NC_030685.2,2047084,2052074,LOC105946205,minus,105946205,
NC_030685.2,2047142,2048742,LOC101734612,minus,101734612,
NC_030685.2,2056991,2063545,spns1,plus,100127684,spinster homolog 1
NC_030685.2,2063899,2073836,cln3,minus,100124328,
NC_030685.2,2088130,2100686,LOC101734787,plus,101734787,
NC_030685.2,2100634,2106174,LOC101734336,plus,101734336,
NC_030685.2,2125139,2137954,LOC101735172,plus,101735172,
NC_030685.2,2138002,2149707,pitpnb,minus,394727,"phosphatidylinositol transfer protein, beta"
NC_030685.2,2152810,2164478,sult1b1,minus,100124815,sulfotransferase family 1B member 1
NC_030685.2,2167391,2170715,LOC100493528,plus,100493528,
NC_030685.2,2173095,2193134,LOC100145082,plus,100145082,uncharacterized LOC100145082
NC_030685.2,2197371,2204804,LOC116407545,plus,116407545,
NC_030685.2,2206277,2212518,sult1c1,plus,448083,"sulfotransferase family, cytosolic, 1C, member 1"
NC_030685.2,2215530,2222493,LOC100497405,plus,100497405,
NC_030685.2,2224711,2229920,LOC116407547,plus,116407547,
NC_030685.2,2224755,2284785,LOC100497516,plus,100497516,
NC_030685.2,2230498,2236575,LOC116407548,plus,116407548,
NC_030685.2,2256532,2266751,LOC116407546,plus,116407546,
NC_030685.2,2285083,2291319,sult1c2,plus,448251,sulfotransferase family 1C member 2
NC_030685.2,2293763,2302543,LOC108645351,plus,108645351,
NC_030685.2,2302637,2304091,nupr1,minus,101734006,
NC_030685.2,2320821,2326076,sgf29,plus,100144975,SAGA complex associated factor 29
NC_030685.2,2326218,2329878,slx1a,minus,100127194,
NC_030685.2,2330057,2335398,bola2,plus,100127777,bolA family member 2
NC_030685.2,2335560,2358070,coro1a,minus,448298,"coronin, actin binding protein, 1A"
NC_030685.2,2362544,2366157,sult1a1,plus,394557,sulfotransferase family 1A member 1
NC_030685.2,2374328,2383331,LOC779590,plus,779590,uncharacterized LOC779590
NC_030685.2,2386681,2393757,nudt9,plus,101733174,
NC_030685.2,2396428,2405610,gdpd3,plus,100125107,uncharacterized LOC100125107
NC_030685.2,2406787,2412681,LOC101732669,minus,101732669,
NC_030685.2,2433789,2442498,tbx6,plus,493357,T-box 6
NC_030685.2,2448407,2455858,ppp4c,minus,394540,protein phosphatase 4 catalytic subunit
NC_030685.2,2461908,2474041,aldoa,minus,448112,"aldolase, fructose-bisphosphate A"
NC_030685.2,2469333,2469404,trnag-ucc,minus,108645359,
NC_030685.2,2493588,2493660,trnak-uuu,minus,116407904,
NC_030685.2,2495585,2508308,LOC116407715,minus,116407715,
NC_030685.2,2513260,2513359,LOC116407878,plus,116407878,
NC_030685.2,2513918,2516718,LOC116407623,plus,116407623,
NC_030685.2,2516774,2548570,tlcd3b,plus,116407526,
NC_030685.2,2549759,2565656,mvp,minus,779746,major vault protein
NC_030685.2,2570551,2577533,pagr1,minus,100124936,PAXIP1 associated glutamate-rich protein 1
NC_030685.2,2577959,2585851,kif22,plus,394855,kinesin family member 22
NC_030685.2,2595083,2608686,maz,plus,100487131,
NC_030685.2,2615778,2642795,prrt2,plus,100495449,
NC_030685.2,2654172,2656337,LOC101731350,plus,101731350,
NC_030685.2,2659435,2661502,LOC100496561,minus,100496561,
NC_030685.2,2677345,2677856,LOC101731074,minus,101731074,
NC_030685.2,2678715,2679458,LOC101731527,minus,101731527,
NC_030685.2,2688599,2689080,LOC116407590,minus,116407590,
NC_030685.2,2689423,2689908,LOC100487588,plus,100487588,
NC_030685.2,2692010,2692511,LOC100487756,plus,100487756,
NC_030685.2,2693144,2693921,LOC108645423,minus,108645423,
NC_030685.2,2698675,2705019,LOC116407557,minus,116407557,
NC_030685.2,2708214,2710767,LOC101731631,plus,101731631,
NC_030685.2,2713495,2716982,LOC101731689,minus,101731689,
NC_030685.2,2722657,2723751,LOC116407584,minus,116407584,
NC_030685.2,2724118,2724585,LOC100488074,plus,100488074,
NC_030685.2,2726994,2727473,h3c13,minus,100492367,
NC_030685.2,2728362,2729131,LOC100488698,minus,100488698,
NC_030685.2,2731485,2733214,LOC116407567,minus,116407567,
NC_030685.2,2745957,2749146,LOC116406510,plus,116406510,
NC_030685.2,2753196,2757696,LOC100488224,plus,100488224,
NC_030685.2,2762370,2773927,LOC108648853,minus,108648853,
NC_030685.2,2775935,2782134,LOC100488383,minus,100488383,
NC_030685.2,2788763,2792848,LOC108645817,plus,108645817,
NC_030685.2,2797273,2805511,LOC116407566,minus,116407566,
NC_030685.2,2808008,2808769,LOC100496657,plus,100496657,
NC_030685.2,2811831,2812309,LOC100496244,minus,100496244,
NC_030685.2,2812638,2813101,LOC100495396,plus,100495396,
NC_030685.2,2817533,2818294,LOC116407572,plus,116407572,
NC_030685.2,2821202,2821673,LOC100496089,minus,100496089,
NC_030685.2,2822002,2822437,LOC100495041,plus,100495041,
NC_030685.2,2831308,2832064,LOC101731839,plus,101731839,
NC_030685.2,2832652,2833161,LOC108648869,minus,108648869,
NC_030685.2,2835158,2835628,LOC101731897,minus,101731897,
NC_030685.2,2835977,2836479,LOC101731959,plus,101731959,
NC_030685.2,2842444,2848438,znf585a,plus,100494948,
NC_030685.2,2853737,2866289,LOC116407624,minus,116407624,
NC_030685.2,2876006,2879324,LOC100496815,minus,100496815,
NC_030685.2,2888603,2889192,LOC116407585,minus,116407585,
NC_030685.2,2889505,2889983,LOC100492873,plus,100492873,
