"Genes, NCBI Anolis carolinensis Annotation Release 102, 2016-05-31"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NW_003338797.1,37509,73231,cacng5,plus,100568122,
NW_003338797.1,206223,319988,cacng4,plus,100566627,
NW_003338797.1,363952,402891,cacng1,plus,100551551,
NW_003338797.1,413227,656533,helz,minus,100566818,
NW_003338797.1,675474,689260,psmd12,minus,100567012,
NW_003338797.1,704474,937612,pitpnc1,plus,100551752,
NW_003338797.1,746255,747149,LOC107983219,plus,107983219,
NW_003338797.1,948534,972290,nol11,plus,100551947,
NW_003338797.1,995502,1083425,bptf,plus,100552143,
NW_003338797.1,1085884,1101074,LOC100552340,minus,100552340,
NW_003338797.1,1112240,1112312,trnar-ccg,minus,107983221,
NW_003338797.1,1113920,1126152,kpna2,plus,100567342,
NW_003338797.1,1164851,1277845,smurf2,plus,100552537,
NW_003338797.1,1281302,1324602,cep95,minus,100552732,
NW_003338797.1,1329927,1338298,ddx5,plus,100567536,
NW_003338797.1,1344851,1355078,polg2,plus,100566044,
NW_003338797.1,1354301,1457980,milr1,minus,103279755,
NW_003338797.1,1369330,1396679,pecam1,plus,103279754,
NW_003338797.1,1397920,1402048,LOC103279753,plus,103279753,
NW_003338797.1,1639771,1756497,itga5,plus,100566243,
NW_003338797.1,1761092,1781673,krt8,minus,100566434,
NW_003338797.1,1886003,1901648,krt18,plus,100567731,
NW_003338797.1,1924029,1966987,eif4b,plus,100567929,
NW_003338797.1,1926827,1930981,LOC107983220,plus,107983220,
NW_003338797.1,2038939,2171502,LOC103279756,plus,103279756,
