"Genes, NCBI Xenopus tropicalis Annotation Release 104, 2019-12-18"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_030683.2,42907,73843,trpv6,plus,100492412,
NC_030683.2,91580,139294,trpv5,plus,100379874,"transient receptor potential cation channel, subfamily V, member 5"
NC_030683.2,105613,111297,LOC116412084,minus,116412084,
NC_030683.2,140112,169017,cat1,minus,100485660,
NC_030683.2,173446,173565,LOC116412528,minus,116412528,
NC_030683.2,173711,173829,LOC116412517,minus,116412517,
NC_030683.2,173975,174092,LOC116412483,minus,116412483,
NC_030683.2,174230,174348,LOC116412564,minus,116412564,
NC_030683.2,174494,174612,LOC116412597,minus,116412597,
NC_030683.2,174758,174876,LOC116412494,minus,116412494,
NC_030683.2,175022,175140,LOC116412575,minus,116412575,
NC_030683.2,175288,175406,LOC116412586,minus,116412586,
NC_030683.2,175563,175681,LOC116412506,minus,116412506,
NC_030683.2,176179,208121,LOC116412277,minus,116412277,
NC_030683.2,246139,246257,LOC116412477,minus,116412477,
NC_030683.2,266569,273708,LOC116412019,plus,116412019,
NC_030683.2,275106,283479,LOC105945848,plus,105945848,
NC_030683.2,288797,336488,LOC100488704,plus,100488704,
NC_030683.2,378521,379250,LOC101733817,plus,101733817,
NC_030683.2,385911,386527,LOC116412120,plus,116412120,
NC_030683.2,398336,414874,LOC116412103,minus,116412103,
NC_030683.2,419764,438874,LOC116412104,minus,116412104,
NC_030683.2,452814,454690,prss2,plus,496627,serine protease 2
NC_030683.2,459519,461432,LOC116406450,minus,116406450,
NC_030683.2,467524,470286,LOC116412106,minus,116412106,
NC_030683.2,477649,521344,LOC496623,minus,496623,uncharacterized LOC496623
NC_030683.2,486180,490333,try10,minus,496640,trypsin 10
NC_030683.2,498824,501550,prss1,minus,548509,serine protease 1
NC_030683.2,509557,515445,LOC105945797,minus,105945797,
NC_030683.2,538293,540581,LOC100498083,minus,100498083,
NC_030683.2,546449,581552,LOC101730988,minus,101730988,
NC_030683.2,560823,562698,LOC116412105,plus,116412105,
NC_030683.2,592071,595169,LOC101730924,minus,101730924,
NC_030683.2,597676,625355,LOC116412121,minus,116412121,
NC_030683.2,719089,719872,LOC101730620,minus,101730620,
NC_030683.2,721298,722591,LOC100493691,minus,100493691,
NC_030683.2,724105,734425,LOC116412108,minus,116412108,
NC_030683.2,736325,742129,LOC116412123,plus,116412123,
NC_030683.2,793923,827346,clcn1,plus,101731973,
NC_030683.2,836174,874625,fam131b,minus,100497301,
NC_030683.2,878102,889400,nobox,plus,100494031,
NC_030683.2,914854,916411,LOC116412124,minus,116412124,
NC_030683.2,943774,950674,zyx,plus,779718,zyxin
NC_030683.2,953602,981340,LOC116412125,minus,116412125,
NC_030683.2,994671,1000157,LOC101732043,plus,101732043,
NC_030683.2,1020264,1080054,add3,plus,448622,adducin 3
NC_030683.2,1052217,1054092,LOC116412107,plus,116412107,
NC_030683.2,1085000,1106860,xpnpep1,plus,100145796,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
NC_030683.2,1126618,1153505,LOC100495497,minus,100495497,
NC_030683.2,1162145,1214247,LOC100495827,plus,100495827,
NC_030683.2,1339539,1537094,sorcs1,plus,101733791,
NC_030683.2,1845212,2070335,sorcs3,minus,100498333,
NC_030683.2,2107737,2156498,cfap58,minus,779580,cilia and flagella associated protein 58
NC_030683.2,2165025,2181840,itprip,plus,100486707,
NC_030683.2,2185448,2187395,LOC116412302,plus,116412302,
NC_030683.2,2188032,2201713,tectb,minus,549910,tectorin beta
NC_030683.2,2204336,2226496,LOC100486867,minus,100486867,
NC_030683.2,2229305,2259872,gpam,plus,780019,"glycerol-3-phosphate acyltransferase, mitochondrial"
NC_030683.2,2430948,2435859,LOC116412126,plus,116412126,
NC_030683.2,2435858,2436808,LOC108644820,plus,108644820,
NC_030683.2,2473681,2479234,LOC101733297,plus,101733297,
NC_030683.2,2481636,2491366,LOC116412127,plus,116412127,
NC_030683.2,2571737,2573402,adra2a,minus,780304,adrenoceptor alpha 2A
NC_030683.2,2573408,2605679,LOC116412128,plus,116412128,
NC_030683.2,2612849,2631086,shoc2,minus,100495610,
NC_030683.2,2631369,2633173,bbip1,plus,100495772,
NC_030683.2,2635572,2660400,pdcd4,minus,407925,programmed cell death 4
NC_030683.2,2676682,2807766,rbm20,minus,100495938,
NC_030683.2,2828182,2852303,smc3,minus,100145671,
NC_030683.2,2859745,2867076,dusp5,minus,548573,dual specificity phosphatase 5
NC_030683.2,2913439,2924505,smndc1,plus,448621,survival motor neuron domain containing 1
NC_030683.2,2927046,2945808,mxi1,minus,493491,"MAX interactor 1, dimerization protein"
NC_030683.2,2943183,2944934,LOC116412092,minus,116412092,
NC_030683.2,2964009,2985163,arhgef5,plus,100145354,
NC_030683.2,3002704,3050804,nrap,plus,100487160,
NC_030683.2,3050877,3051962,habp2,minus,548376,
NC_030683.2,3061860,3064082,LOC116412197,minus,116412197,
NC_030683.2,3162581,3320606,tcf7l2,minus,100101719,transcription factor 7 like 2
NC_030683.2,3375634,3546886,vti1a,minus,779677,vesicle transport through interaction with t-SNAREs 1A
NC_030683.2,3549642,3566447,zdhhc6,plus,100038280,zinc finger DHHC-type containing 6
NC_030683.2,3568790,3597128,acsl5,minus,496479,acyl-CoA synthetase long chain family member 5
NC_030683.2,3604894,3639242,LOC101732806,plus,101732806,
NC_030683.2,3642776,3670101,LOC100496133,plus,100496133,
NC_030683.2,3671278,3718053,casp7,plus,549053,caspase 7
NC_030683.2,3725212,3741717,LOC101733565,plus,101733565,
NC_030683.2,3755580,3773390,LOC101734060,plus,101734060,
NC_030683.2,3775856,3787079,dclre1a,minus,101733924,
NC_030683.2,3787158,3805331,nhlrc2,plus,101734308,
NC_030683.2,3825650,3828008,LOC116412276,plus,116412276,
NC_030683.2,3848675,3906500,ccdc186,minus,733717,
NC_030683.2,3909928,3962851,tdrd1,plus,100216261,
NC_030683.2,3970257,3989763,vwa2,plus,101733495,
NC_030683.2,3989932,4045761,afap1l2,minus,101734244,
NC_030683.2,4061387,4208954,ablim1,minus,100170541,
NC_030683.2,4217859,4228369,fam160b1,plus,100125175,family with sequence similarity 160 member B1
NC_030683.2,4234149,4245083,trub1,plus,100380089,
NC_030683.2,4265347,4689552,atrnl1,plus,100495547,
NC_030683.2,4723081,4812031,gfra1,minus,100125202,GDNF family receptor alpha 1
NC_030683.2,4842250,4863038,ccdc172,plus,100488746,
NC_030683.2,4873454,4887957,LOC116412413,plus,116412413,
NC_030683.2,4902800,4918677,LOC116412410,plus,116412410,
NC_030683.2,4940317,4949360,LOC100487643,plus,100487643,
NC_030683.2,4954506,4960935,LOC100487482,minus,100487482,
NC_030683.2,4959053,4972958,LOC100488279,plus,100488279,
NC_030683.2,4980846,4992079,LOC779885,plus,779885,pancreatic lipase-related protein 2
NC_030683.2,4995658,5005461,pnliprp1,plus,100488133,
NC_030683.2,5013314,5025920,pnliprp3,minus,100487975,
NC_030683.2,5039346,5064471,LOC394967,plus,394967,pancreatic lipase
NC_030683.2,5075146,5086285,pnliprp2,plus,548529,pancreatic lipase-related protein 2
NC_030683.2,5087977,5096701,LOC100486017,plus,100486017,
NC_030683.2,5099040,5117826,pnlip,plus,100145526,pancreatic lipase
NC_030683.2,5121111,5128855,LOC100486161,plus,100486161,
NC_030683.2,5130339,5136980,kcnk18,minus,100486306,
NC_030683.2,5174738,5188641,vax1,plus,100486982,
NC_030683.2,5218618,5293448,shtn1,plus,101732428,
NC_030683.2,5290237,5291834,LOC116412086,minus,116412086,
NC_030683.2,5294427,5321579,eno4,minus,100144948,enolase 4
NC_030683.2,5358208,5396072,hspa12a,plus,100489323,
NC_030683.2,5416949,5443458,LOC100489174,minus,100489174,
NC_030683.2,5451956,5483192,LOC101732756,plus,101732756,
NC_030683.2,5493535,5524627,pdzd8,minus,779747,PDZ domain containing 8
NC_030683.2,5602312,5610297,emx2,plus,100038069,empty spiracles homeobox 2
NC_030683.2,5845555,5876112,rab11fip2,minus,100127577,RAB11 family interacting protein 2 (class I)
