"Genes, NCBI Petromyzon marinus Annotation Release 100, 2020-03-20",,,,,,
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_046140.1,67998,122756,LOC116957285,minus,116957285,
NC_046140.1,161456,184239,LOC116957290,plus,116957290,
NC_046140.1,195175,205306,L-1.8,plus,103091827,
NC_046140.1,215084,223243,LOC103091777,plus,103091777,
NC_046140.1,231111,238645,LOC116957351,minus,116957351,
NC_046140.1,244407,251060,LOC116957349,plus,116957349,
NC_046140.1,266523,289269,LOC116957313,plus,116957313,
NC_046140.1,290890,306706,PSCA,plus,116957328,
NC_046140.1,380628,418441,LOC116957307,minus,116957307,
NC_046140.1,419716,431361,LOC116957291,plus,116957291,
NC_046140.1,446643,507676,LOC116957308,minus,116957308,
NC_046140.1,623489,627949,LOC116957324,plus,116957324,
NC_046140.1,636637,642560,LOC116957325,plus,116957325,
NC_046140.1,695195,698292,LOC116957327,plus,116957327,
NC_046140.1,706257,712254,LOC116957352,plus,116957352,
NC_046140.1,746488,779079,LOC116957322,plus,116957322,
NC_046140.1,786650,793454,LOC116957326,plus,116957326,
NC_046140.1,818193,824112,LOC116957309,minus,116957309,
NC_046140.1,835561,846499,LY6E,minus,116957323,
NC_046140.1,907551,945491,LOC116957306,minus,116957306,
NC_046140.1,954771,1177278,LOC116957345,plus,116957345,
NC_046140.1,987998,995343,LOC116957348,minus,116957348,
NC_046140.1,1020840,1047471,LOC116957347,minus,116957347,
NC_046140.1,1127560,1134587,LOC116957346,minus,116957346,
NC_046140.1,1274805,1327011,LOC116957310,minus,116957310,
NC_046140.1,1348241,1388790,LOC116957343,plus,116957343,
NC_046140.1,1408576,1429955,LOC116957321,minus,116957321,
NC_046140.1,1452364,1520944,LOC116957311,plus,116957311,
NC_046140.1,1561561,1629976,LOC116957284,minus,116957284,
NC_046140.1,1633759,1641135,LOC116957287,minus,116957287,
NC_046140.1,1680489,1701034,LOC116957288,minus,116957288,
NC_046140.1,1710387,1718008,LOC116957286,minus,116957286,
NC_046140.1,1733421,1742044,LOC116957295,minus,116957295,
NC_046140.1,1758669,1765162,LOC116957294,plus,116957294,
NC_046140.1,1784093,1872050,LOC116957293,minus,116957293,
NC_046140.1,1786903,1790731,LOC116957296,minus,116957296,
NC_046140.1,1834842,1837103,LOC116957304,plus,116957304,
NC_046140.1,1943024,2295259,LOC116957292,minus,116957292,
NC_046140.1,1969157,1975547,LOC116957299,minus,116957299,
NC_046140.1,1975460,1976095,LOC116957303,minus,116957303,
NC_046140.1,2007212,2040339,LOC116957298,plus,116957298,
NC_046140.1,2011780,2014020,LOC116957302,plus,116957302,
NC_046140.1,2074038,2074872,LOC116957300,minus,116957300,
NC_046140.1,2137795,2204931,LOC116957305,plus,116957305,
NC_046140.1,2233623,2235043,LOC116957301,plus,116957301,
NC_046140.1,2239164,2245999,LOC116957297,plus,116957297,
NC_046140.1,2305582,2312784,LOC116957344,plus,116957344,
NC_046140.1,2345868,2350924,LOC116957312,plus,116957312,
NC_046140.1,2380474,2409817,LOC116957320,minus,116957320,
NC_046140.1,2553259,2557644,AANAT,plus,116957314,
NC_046140.1,2583224,2618172,(CACNG5-like)LOC116957315,plus,116957315,
NC_046140.1,2646702,2675625,LOC116957319,plus,116957319,
NC_046140.1,2733071,2743824,LOC116957316,plus,116957316,
NC_046140.1,2785728,2848786,LOC116957283,plus,116957283,
NC_046140.1,2881958,2941432,LOC116957335,minus,116957335,
NC_046140.1,2925846,2941437,LOC116957337,minus,116957337,
NC_046140.1,2956626,2967848,LOC116957336,minus,116957336,
NC_046140.1,2977785,2989261,LOC116957333,plus,116957333,
NC_046140.1,3006121,3118407,LOC116957330,plus,116957330,
NC_046140.1,3132771,3298052,LOC116957331,plus,116957331,
NC_046140.1,3309868,3629106,LOC116957329,minus,116957329,
NC_046140.1,3349788,3364221,LOC116957340,minus,116957340,
NC_046140.1,3392455,3405300,LOC116957341,minus,116957341,
NC_046140.1,3400827,3403331,LOC116957342,minus,116957342,
NC_046140.1,3486483,3519638,LOC116957338,plus,116957338,
NC_046140.1,3524823,3554034,LOC116957334,plus,116957334,
NC_046140.1,3556408,3575546,LOC116957339,plus,116957339,
NC_046140.1,3913968,3922255,LOC116957317,plus,116957317,
NC_046140.1,3921862,3931779,LOC116957318,minus,116957318,
NC_046140.1,3959517,4084962,LOC116957289,plus,116957289,
