"Genes, NCBI Xenopus tropicalis Annotation Release 104, 2019-12-18"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_030680.2,21550,21715,LOC116410677,minus,116410677,
NC_030680.2,40407,41611,LOC100490809,minus,100490809,
NC_030680.2,50285,55584,LOC116410219,minus,116410219,
NC_030680.2,77371,122578,slc22a18,plus,101734420,
NC_030680.2,122526,129398,LOC116410357,minus,116410357,
NC_030680.2,128911,134173,LOC116410220,minus,116410220,
NC_030680.2,145026,173494,nap1l4,minus,780369,nucleosome assembly protein 1like 4
NC_030680.2,181784,208545,cars1,minus,496832,cysteinyl-tRNA synthetase 1
NC_030680.2,238387,321472,LOC101734942,minus,101734942,
NC_030680.2,350735,403188,ptpn5,plus,116410221,
NC_030680.2,413982,435983,LOC100135356,minus,100135356,transmembrane protein 86A
NC_030680.2,451009,461479,spty2d1,plus,779888,SPT2 chromatin protein domain containing 1
NC_030680.2,467875,477383,uevld,plus,493332,UEV and lactate/malate dehyrogenase domains
NC_030680.2,496205,506350,ldha,plus,394758,lactate dehydrogenase A
NC_030680.2,515046,530394,tsg101,minus,394879,tumor susceptibility 101
NC_030680.2,549860,616083,ush1c,minus,100125158,USH1 protein network component harmonin
NC_030680.2,685460,793612,otog,plus,101733497,
NC_030680.2,902672,903295,myod1,plus,394569,myogenic differentiation 1
NC_030680.2,924365,950060,kcnc1,plus,100497402,
NC_030680.2,956922,985171,sergef,minus,779680,secretion regulating guanine nucleotide exchange factor
NC_030680.2,994340,1013721,LOC101734103,minus,101734103,
NC_030680.2,1060568,1067559,tph1,minus,100497239,
NC_030680.2,1078885,1098884,saal1,minus,407882,serum amyloid A like 1
NC_030680.2,1102752,1113389,gtf2h1,minus,448768,general transcription factor IIH subunit 1
NC_030680.2,1138069,1208687,abcc8,plus,101730668,
NC_030680.2,1217089,1220780,LOC116410223,plus,116410223,
NC_030680.2,1232711,1256514,LOC101730465,minus,101730465,
NC_030680.2,1263104,1288751,LOC100158538,minus,100158538,
NC_030680.2,1299255,1313980,LOC100497709,minus,100497709,
NC_030680.2,1338996,1405387,LOC116410227,plus,116410227,
NC_030680.2,1411897,1414571,LOC116410228,plus,116410228,
NC_030680.2,1432957,1466414,LOC116410360,minus,116410360,
NC_030680.2,1494686,1569710,LOC116410224,minus,116410224,
NC_030680.2,1574217,1657718,LOC116410226,minus,116410226,
NC_030680.2,1665626,1733520,LOC116410225,minus,116410225,
NC_030680.2,1748985,1785472,LOC116410229,minus,116410229,
NC_030680.2,1840201,1861876,LOC105945667,minus,105945667,
NC_030680.2,1874236,1891639,LOC100498173,minus,100498173,
NC_030680.2,1901709,1916265,LOC100498328,minus,100498328,
NC_030680.2,1917809,1927671,LOC101734524,minus,101734524,
NC_030680.2,1931913,2025936,LOC100498645,plus,100498645,
NC_030680.2,1959823,1985983,LOC101734743,plus,101734743,
NC_030680.2,2105529,2165216,LOC100485132,minus,100485132,
NC_030680.2,2167701,2182659,LOC116410361,minus,116410361,
NC_030680.2,2184479,2193132,LOC100485292,plus,100485292,
NC_030680.2,2197903,2290238,plekha7,minus,100485457,
NC_030680.2,2200265,2203316,LOC116410230,minus,116410230,
NC_030680.2,2312104,2318934,rps13,minus,549356,ribosomal protein S13
NC_030680.2,2313472,2313562,LOC116410682,minus,116410682,
NC_030680.2,2314029,2314119,LOC116410683,minus,116410683,
NC_030680.2,2323681,2327859,LOC101734087,plus,101734087,
NC_030680.2,2331333,2334548,LOC101734255,plus,101734255,
NC_030680.2,2339226,2357908,LOC100496047,plus,100496047,
NC_030680.2,2360261,2361969,LOC100158595,plus,100158595,
NC_030680.2,2370741,2372509,LOC105947157,plus,105947157,
NC_030680.2,2375560,2377259,LOC100491574,minus,100491574,
NC_030680.2,2381118,2383866,LOC101733582,minus,101733582,
NC_030680.2,2385918,2388433,LOC100488030,minus,100488030,
NC_030680.2,2393265,2395304,LOC116410231,minus,116410231,
NC_030680.2,2402785,2405577,LOC100492569,minus,100492569,
NC_030680.2,2409090,2415032,LOC101734025,minus,101734025,
NC_030680.2,2420771,2429421,LOC108644489,minus,108644489,
NC_030680.2,2434051,2435894,LOC101734139,minus,101734139,
NC_030680.2,2439484,2496092,pik3c2a,minus,100038240,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
NC_030680.2,2498081,2516623,nucb2,plus,548541,nucleobindin 2
NC_030680.2,2528590,2536150,c11orf58,minus,549428,chromosome 11 open reading frame 58
NC_030680.2,2561846,2562767,LOC116410359,plus,116410359,
NC_030680.2,2565181,2568052,LOC101733371,minus,101733371,
NC_030680.2,2586555,2914323,sox6,plus,100144640,SRY-box 6
NC_030680.2,3070048,3071493,LOC100489209,minus,100489209,
NC_030680.2,3169886,3255498,insc,minus,101731111,
NC_030680.2,3275140,3289982,calca,minus,100487527,
NC_030680.2,3308205,3321737,cyp2r1,plus,100127674,cytochrome P450 family 2 subfamily R member 1
NC_030680.2,3325349,3403592,pde3b,minus,100487373,
NC_030680.2,3418927,3430118,psma1,plus,493521,proteasome subunit alpha 1
NC_030680.2,3434538,3452365,copb1,plus,100216235,COPI coat complex subunit beta 1
NC_030680.2,3468349,3488611,rras2,plus,116410232,
NC_030680.2,3531764,3586524,tub,plus,493219,TUB bipartite transcription factor
NC_030680.2,3589033,3597710,ric3,minus,779690,RIC3 acetylcholine receptor chaperone
NC_030680.2,3641218,3693755,lmo1,minus,100144284,LIM domain only 1
NC_030680.2,3836347,3862278,stk33,minus,549733,serine/threonine kinase 33
NC_030680.2,3863878,3867423,fpgt,minus,100485861,fucose-1-phosphate guanylyltransferase
NC_030680.2,3871258,3900381,trim66,minus,100485708,
NC_030680.2,3909542,4020165,dennd2b,minus,100216092,DENN domain containing 2B
NC_030680.2,4027906,4033841,LOC116410233,plus,116410233,
NC_030680.2,4037538,4041250,akip1,plus,116410234,
NC_030680.2,4042347,4052501,c4h11orf16,minus,116410235,
NC_030680.2,4058065,4058823,LOC116410552,minus,116410552,
NC_030680.2,4062484,4071492,tmem9b,minus,116410236,
NC_030680.2,4078366,4088682,LOC101732611,minus,101732611,
NC_030680.2,4095012,4146255,scube2,minus,779957,"signal peptide, CUB domain, EGF-like 2"
NC_030680.2,4158007,4196781,dennd5a,minus,100158564,DENN/MADD domain containing 5A
NC_030680.2,4210250,4234358,zdhhc13,plus,100493145,
NC_030680.2,4235024,4243494,csrp3,minus,448578,cysteine and glycine rich protein 3
NC_030680.2,4248487,4259190,e2f8,minus,100142691,
NC_030680.2,4285846,4478146,nav2,plus,733744,neuron navigator 2
NC_030680.2,4534060,4540011,dbx1,plus,100495433,
NC_030680.2,4543100,4553471,htatip2,plus,448294,HIV-1 Tat interactive protein 2
NC_030680.2,4555147,4612829,prmt3,plus,394563,protein arginine methyltransferase 3
NC_030680.2,4626428,4685166,slc6a5,plus,100495275,
NC_030680.2,4711871,5095079,nell1,plus,779470,
NC_030680.2,5122337,5122885,pnma6f,plus,105947038,
NC_030680.2,5247072,5257834,dhcr7,plus,394844,7-dehydrocholesterol reductase
NC_030680.2,5260634,5264854,svip,plus,100485465,small VCP/p97-interacting protein
NC_030680.2,5269518,5347803,gas2,minus,100485604,
NC_030680.2,5433829,5462499,slc17a6,minus,101730310,
NC_030680.2,5479357,5534461,ano5,minus,100489787,
NC_030680.2,5561817,5582484,ampd3,plus,595079,adenosine monophosphate deaminase 3
NC_030680.2,5584677,5597397,rnf141,minus,548418,ring finger protein 141
NC_030680.2,5612966,5621284,lyve1,minus,100489134,
NC_030680.2,5629060,5679703,mrvi1,minus,100488966,
NC_030680.2,5703054,5721319,ctr9,plus,448648,"CTR9 homolog, Paf1/RNA polymerase II complex component"
NC_030680.2,5736803,5755800,eif4g2,minus,448460,"eukaryotic translation initiation factor 4 gamma, 2"
NC_030680.2,5742784,5742959,LOC116410669,minus,116410669,
NC_030680.2,5745118,5745283,LOC116410670,minus,116410670,
NC_030680.2,5829801,5836060,LOC105947164,plus,105947164,
NC_030680.2,5877867,6109687,galnt18,minus,100488804,
NC_030680.2,6159714,6166862,LOC100487171,minus,100487171,
NC_030680.2,6176570,6229112,usp47,plus,100036690,ubiquitin specific peptidase 47
NC_030680.2,6229432,6246964,dkk3,minus,100144724,dickkopf WNT signaling pathway inhibitor 3
NC_030680.2,6265427,6376436,mical2,plus,100487018,
NC_030680.2,6386343,6430034,micalcl,plus,101733176,
NC_030680.2,6442091,6481647,parva,plus,101730687,
NC_030680.2,6507437,6619196,tead1,plus,100158507,
NC_030680.2,6637536,6659601,LOC100489718,plus,100489718,
NC_030680.2,6687624,6690061,rassf10,plus,100492205,
NC_030680.2,6797642,6825257,arntl,plus,100422809,
NC_030680.2,6838870,6872132,btbd10,minus,100379762,
NC_030680.2,6906908,6937072,ipo7,plus,100101664,importin 7
NC_030680.2,6928107,6928286,LOC116410653,plus,116410653,
NC_030680.2,6929267,6929446,LOC116410652,plus,116410652,
NC_030680.2,6943854,6955756,tmem41b,plus,549709,transmembrane protein 41B
NC_030680.2,6958682,6988343,znf143,plus,595042,zinc finger protein 143
NC_030680.2,7009453,7024879,wee1,plus,100145524,WEE1 G2 checkpoint kinase
NC_030680.2,7044440,7070945,swap70,plus,100135363,
NC_030680.2,7099813,7296731,sbf2,minus,100036675,SET binding factor 2
NC_030680.2,7313777,7316996,adm,plus,100135021,
NC_030680.2,8660458,9311464,lrrc4c,minus,100188921,
NC_030680.2,9094863,9097126,LOC105948179,plus,105948179,
NC_030680.2,9506581,9518425,sycp3,minus,779673,synaptonemal complex protein 3
NC_030680.2,9768273,9780438,api5,plus,100380157,
NC_030680.2,9782918,9813313,ttc17,plus,100036681,
NC_030680.2,9842728,9842817,mir129-1,plus,100886798,microRNA mir-129-1
NC_030680.2,9894080,9896895,LOC116410521,plus,116410521,
NC_030680.2,9919994,9971647,hsd17b12,plus,549988,hydroxysteroid (17-beta) dehydrogenase 12
NC_030680.2,9975452,9984810,alkbh3,plus,100495476,
NC_030680.2,9987210,9988692,LOC116410241,plus,116410241,
NC_030680.2,9998772,10000852,c11orf96,minus,100495977,
NC_030680.2,10042068,10064644,LOC101731157,plus,101731157,
NC_030680.2,10067787,10071770,LOC101731218,minus,101731218,
NC_030680.2,10074804,10083801,accs,plus,100495810,
NC_030680.2,10089970,10102305,LOC100496122,plus,100496122,
NC_030680.2,10107289,10125858,syt13,plus,100494466,
NC_030680.2,10138265,10159744,prdm11,minus,100496272,
NC_030680.2,10172909,10221092,LOC100496429,plus,100496429,
NC_030680.2,10291679,10314050,tp53i11,plus,100127623,tumor protein p53 inducible protein 11
NC_030680.2,10318264,10393514,tspan18,minus,100101661,tetraspanin 18
NC_030680.2,10412377,10448818,cd82,minus,394799,CD82 molecule
NC_030680.2,10563032,10609040,alx4,plus,100493396,
NC_030680.2,10622468,10653991,ext2,minus,100151709,exostosin glycosyltransferase 2
NC_030680.2,10659406,10673434,c11orf74,minus,779527,chromosome 11 open reading frame 74
NC_030680.2,10674883,10676888,rag2,plus,100494391,
NC_030680.2,10683424,10694913,rag1,minus,100145555,
NC_030680.2,10699315,10720468,traf6,plus,493524,TNF receptor associated factor 6
NC_030680.2,10730598,10763583,prr5l,minus,100380146,
NC_030680.2,10738467,10752453,LOC116410242,plus,116410242,
NC_030680.2,10779655,10785309,commd9,plus,496905,COMM domain containing 9
NC_030680.2,10797883,10878678,ldlrad3,minus,100124916,low density lipoprotein receptor class A domain containing 3
NC_030680.2,10892081,10923323,trim44,minus,100379695,
NC_030680.2,10947788,10954622,fjx1,minus,100493715,
NC_030680.2,10963949,10987572,pamr1,plus,448349,peptidase domain containing associated with muscle regeneration 1
NC_030680.2,10990085,11052861,slc1a2,plus,100494868,
NC_030680.2,11059924,11096717,cd44,minus,394545,CD44 molecule (Indian blood group)
NC_030680.2,11143870,11184805,pdhx,minus,100379696,
NC_030680.2,11185095,11197625,apip,plus,548429,APAF1 interacting protein
NC_030680.2,11220967,11255645,ehf,minus,100493880,
NC_030680.2,11272098,11282781,elf5,plus,100494059,
NC_030680.2,11285831,11300509,cat.1,plus,549470,"catalase, gene 1"
NC_030680.2,11302118,11319909,cat.3,minus,496897,"catalase, gene 3"
NC_030680.2,11332444,11382302,pacsin3,plus,100038179,protein kinase C and casein kinase substrate in neurons 3
NC_030680.2,11384231,11443464,lrp4,minus,100101694,
NC_030680.2,11458540,11551560,c11orf49,plus,780244,chromosome 11 open reading frame 49
NC_030680.2,11563035,11572584,LOC100494782,plus,100494782,
NC_030680.2,11573866,11585634,arfgap2,minus,548567,ADP ribosylation factor GTPase activating protein 2
NC_030680.2,11590576,11617949,LOC108645256,minus,108645256,
NC_030680.2,11595098,11596272,LOC116410249,plus,116410249,
NC_030680.2,11619815,11620170,LOC116410244,minus,116410244,
NC_030680.2,11689177,11702137,LOC108644858,plus,108644858,
NC_030680.2,11705379,11706190,LOC116410246,minus,116410246,
NC_030680.2,11709065,11710844,LOC116410251,minus,116410251,
NC_030680.2,11734128,11735505,LOC116410248,plus,116410248,
NC_030680.2,11738407,11739263,LOC116410245,plus,116410245,
NC_030680.2,11743929,11751358,LOC101731664,minus,101731664,
NC_030680.2,11774828,11775594,LOC116410247,plus,116410247,
NC_030680.2,11809924,11818292,LOC108644862,minus,108644862,
NC_030680.2,11822688,11824627,LOC116410250,plus,116410250,
NC_030680.2,11825152,11835610,LOC116410243,minus,116410243,
NC_030680.2,11867359,11888458,LOC116410371,minus,116410371,
NC_030680.2,11894590,11903011,LOC101731353,minus,101731353,
NC_030680.2,11907800,11909471,LOC116410253,plus,116410253,
NC_030680.2,11909865,11922541,LOC108645368,minus,108645368,
NC_030680.2,11912336,11913189,LOC116410252,plus,116410252,
NC_030680.2,11940041,11999807,LOC100488711,minus,100488711,
NC_030680.2,11954525,11956058,LOC116410267,plus,116410267,
NC_030680.2,11958883,11959739,LOC116410256,plus,116410256,
NC_030680.2,11978164,11979870,LOC116410270,plus,116410270,
NC_030680.2,11982772,11983613,LOC116410260,plus,116410260,
NC_030680.2,12019869,12078399,LOC105946018,minus,105946018,
NC_030680.2,12079016,12079872,LOC116410257,plus,116410257,
NC_030680.2,12127284,12127619,LOC116410262,plus,116410262,
NC_030680.2,12169548,12181064,LOC108644859,minus,108644859,
NC_030680.2,12169746,12170743,LOC116410264,plus,116410264,
NC_030680.2,12171671,12172527,LOC116410258,plus,116410258,
NC_030680.2,12183907,12188175,LOC116410372,minus,116410372,
NC_030680.2,12197171,12198779,LOC116410269,plus,116410269,
NC_030680.2,12201666,12202451,LOC116410261,plus,116410261,
NC_030680.2,12205440,12238361,LOC100496293,minus,100496293,
NC_030680.2,12305951,12307489,LOC116410265,plus,116410265,
NC_030680.2,12310350,12310685,LOC116410263,plus,116410263,
NC_030680.2,12316597,12325538,LOC116410255,minus,116410255,
NC_030680.2,12333976,12335449,LOC116410268,plus,116410268,
NC_030680.2,12338311,12338646,LOC116410266,plus,116410266,
NC_030680.2,12387628,12388472,LOC116410259,plus,116410259,
NC_030680.2,12391264,12423452,LOC116410254,minus,116410254,
NC_030680.2,12431653,12437065,LOC101735039,minus,101735039,
NC_030680.2,12435942,12438706,LOC116410271,minus,116410271,
NC_030680.2,12463990,12507619,LOC105946102,minus,105946102,
NC_030680.2,12475319,12476930,LOC116410275,plus,116410275,
NC_030680.2,12477230,12478805,LOC116410272,plus,116410272,
NC_030680.2,12479792,12480648,LOC116410273,plus,116410273,
NC_030680.2,12497955,12499567,LOC116410274,plus,116410274,
NC_030680.2,12526444,12654740,ano1,minus,100170550,"anoctamin 1, calcium activated chloride channel"
NC_030680.2,12746117,12758741,LOC116410533,plus,116410533,
NC_030680.2,12761407,12775354,fgf3,plus,493516,fibroblast growth factor 3
NC_030680.2,12805885,12817393,fgf4,plus,100217325,"fibroblast growth factor 4 (heparin secretory transforming protein 1, Kaposi sarcoma oncogene)"
NC_030680.2,12861363,12867627,fgf19,plus,100217329,fibroblast growth factor 19
NC_030680.2,12879802,12884739,lto1,plus,100170452,lto1
NC_030680.2,12891795,12929678,ckap5,plus,100145713,
NC_030680.2,12916645,12916753,LOC116410660,plus,116410660,
NC_030680.2,12917857,12917964,LOC116410661,plus,116410661,
NC_030680.2,12932900,12948539,f2,minus,548514,"coagulation factor II, thrombin"
NC_030680.2,12953569,12960772,znf408,minus,100493930,
NC_030680.2,12960826,12981156,arhgap1,plus,493503,Rho GTPase activating protein 1
NC_030680.2,12985485,12990771,LOC100497319,minus,100497319,
NC_030680.2,12997383,13024058,atg13,minus,100125026,autophagy related 13
NC_030680.2,13026019,13030466,harbi1,minus,100493758,
NC_030680.2,13030520,13091875,ambra1,plus,100497158,
NC_030680.2,13130588,13135213,LOC100493597,minus,100493597,
NC_030680.2,13142858,13145065,LOC100494033,minus,100494033,
NC_030680.2,13158234,13160447,LOC100493855,minus,100493855,
NC_030680.2,13172312,13179124,LOC100493446,minus,100493446,
NC_030680.2,13224139,13258291,chrm4,plus,100127705,"cholinergic receptor, muscarinic 4"
NC_030680.2,13261445,13282858,mdk,minus,394671,midkine
NC_030680.2,13296155,13396737,dgkz,minus,100496839,
NC_030680.2,13405620,13445089,creb3l1,minus,100496679,
NC_030680.2,13502465,13589909,phf21a,plus,100496525,
NC_030680.2,13592132,13614694,large2,minus,100125087,LARGE xylosyl- and glucuronyltransferase 2
NC_030680.2,13617359,13628275,pex16,plus,100145130,peroxisomal biogenesis factor 16
NC_030680.2,13630446,13665443,mapk8ip1,minus,100496373,
NC_030680.2,13669540,13690215,cry2,minus,100422810,
NC_030680.2,13697594,13705982,slc35c1,minus,100492829,
