"Genes, NCBI Petromyzon marinus Annotation Release 100, 2020-03-20",,,,,,
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_046111.1,18916,52044,LOC116951581,minus,116951581,
NC_046111.1,54245,100549,LOC116951346,minus,116951346,
NC_046111.1,102610,111436,LOC116951443,minus,116951443,
NC_046111.1,126629,147881,LOC116951560,plus,116951560,
NC_046111.1,148346,157476,LOC116951561,minus,116951561,
NC_046111.1,158264,206353,LOC116951347,minus,116951347,
NC_046111.1,241513,244039,LOC116951349,plus,116951349,
NC_046111.1,273891,285198,PMS2,plus,116951415,
NC_046111.1,287477,296634,NAA60,plus,116951424,
NC_046111.1,297261,299753,LOC116951350,minus,116951350,
NC_046111.1,299877,311078,COG1,plus,116951405,
NC_046111.1,311334,379353,SNX29,plus,116951643,
NC_046111.1,387186,412559,LOC116951633,plus,116951633,
NC_046111.1,403569,412559,LOC116951632,plus,116951632,
NC_046111.1,411953,417476,CPPED1,minus,116951634,
NC_046111.1,423159,469009,LOC116951429,plus,116951429,
NC_046111.1,477669,500335,LOC116951588,plus,116951588,
NC_046111.1,538493,570220,LOC116951416,plus,116951416,
NC_046111.1,582435,585519,SMDT1,plus,116951456,
NC_046111.1,585680,588114,NDUFA6,minus,116951455,
NC_046111.1,588889,622255,XPO6,plus,116951454,
NC_046111.1,705099,877512,CA10,minus,116951544,
NC_046111.1,786514,787369,LOC116951545,plus,116951545,
NC_046111.1,1022836,1060839,RANGAP1,plus,116951459,
NC_046111.1,1061612,1072581,UTP18,minus,116951460,
NC_046111.1,1072743,1081341,LOC103091858,plus,103091858,
NC_046111.1,1093719,1108946,MBTD1,minus,116951400,
NC_046111.1,1112473,1171681,LOC116951427,plus,116951427,
NC_046111.1,1172856,1177073,LOC116951428,minus,116951428,
NC_046111.1,1184207,1192932,LOC116951351,minus,116951351,
NC_046111.1,1197035,1210340,LOC116951440,plus,116951440,
NC_046111.1,1243784,1259194,CCDC134,minus,116951430,
NC_046111.1,1259526,1282157,LOC116951699,minus,116951699,
NC_046111.1,1286036,1408137,TBCD,plus,116951457,
NC_046111.1,1319689,1334769,LOC116951458,minus,116951458,
NC_046111.1,1415068,1437378,LOC116951402,plus,116951402,
