"Genes, NCBI Danio rerio Annotation Release 106, 2017-06-26"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_007127.7,1422,53136,cdkal1,plus,393600,CDK5 regulatory subunit associated protein 1-like 1
NC_007127.7,68069,71110,sox4b,plus,393875,SRY (sex determining region Y)-box 4b
NC_007127.7,152541,167409,si:ch211-201o1.1,plus,100535360,
NC_007127.7,217950,226654,nrsn1,plus,335551,neurensin 1
NC_007127.7,227820,239273,LOC553446,minus,553446,uncharacterized LOC553446
NC_007127.7,248239,263658,slc6a3,minus,80787,"solute carrier family 6 (neurotransmitter transporter), member 3"
NC_007127.7,273689,295966,LOC101884921,minus,101884921,
NC_007127.7,322397,326829,LOC101883647,minus,101883647,
NC_007127.7,327394,328047,LOC110438011,minus,110438011,
NC_007127.7,378766,383760,irx4a,minus,402999,iroquois homeobox 4a
NC_007127.7,558693,563174,irx2a,minus,394032,iroquois homeobox 2a
NC_007127.7,813610,817775,irx1a,plus,403019,iroquois homeobox 1a
NC_007127.7,1100524,1177000,LOC568792,plus,568792,
NC_007127.7,1199011,1211817,rprd2b,plus,556426,
NC_007127.7,1218719,1239841,tars2,plus,100333765,
NC_007127.7,1255166,1322302,adamtsl4,plus,100333903,
NC_007127.7,1327705,1334444,LOC103908888,minus,103908888,
NC_007127.7,1330864,1360548,celf3b,plus,100333973,
NC_007127.7,1346337,1351265,LOC101882672,minus,101882672,
NC_007127.7,1362199,1395394,cers2b,plus,565295,
NC_007127.7,1470418,1503023,sim1a,minus,260351,single-minded family bHLH transcription factor 1a
NC_007127.7,1508991,1757521,ascc3,minus,100332599,
NC_007127.7,1760534,1761024,LOC110437959,plus,110437959,
NC_007127.7,1761410,1761900,LOC110437960,plus,110437960,
NC_007127.7,1802396,2102782,grik2,plus,556013,
NC_007127.7,2142377,2145639,LOC110437961,plus,110437961,
NC_007127.7,2148176,2150183,LOC110438012,minus,110438012,
NC_007127.7,2355021,2390882,hace1,minus,572430,
NC_007127.7,2396054,2414073,zgc:152945,minus,767787,
NC_007127.7,2420306,2422203,LOC100333749,plus,100333749,
NC_007127.7,2432591,2433901,LOC110437962,plus,110437962,
NC_007127.7,2438959,2442840,LOC108179554,plus,108179554,
NC_007127.7,2441296,2442134,LOC110437963,minus,110437963,
NC_007127.7,2451201,2454178,LOC108179555,plus,108179555,
NC_007127.7,2452621,2453446,LOC108179556,minus,108179556,
NC_007127.7,2461602,3038879,LOC110437964,plus,110437964,
NC_007127.7,2467125,2477623,cnih4,plus,559388,
NC_007127.7,2478943,2506997,wdr26a,minus,559461,
NC_007127.7,2514847,2560784,adcy3a,minus,571825,adenylate cyclase 3a
NC_007127.7,2565497,2580408,preb,plus,436911,prolactin regulatory element binding
NC_007127.7,2637484,2650359,lyplal1,minus,503751,lysophospholipase-like 1
NC_007127.7,2745006,2807527,tgfb2,minus,369194,"transforming growth factor, beta 2"
NC_007127.7,2814233,2818157,acot22,minus,553217,si:dkey-288i20.1
NC_007127.7,2820349,2833980,si:dkey-288i20.2,plus,100334565,
NC_007127.7,2840163,2844199,clec3ba,plus,572488,
NC_007127.7,2847568,2870503,cdcp1a,minus,541520,CUB domain containing protein 1a
NC_007127.7,2878532,2880066,tmem158,minus,100148963,
NC_007127.7,2899611,2987536,lars2,plus,100126021,"leucyl-tRNA synthetase 2, mitochondrial"
NC_007127.7,3004346,3029687,limd1a,plus,562793,
NC_007127.7,3040454,3050813,LOC108179558,plus,108179558,
NC_007127.7,3048761,3052810,LOC110437965,minus,110437965,
NC_007127.7,3053012,3059595,LOC110437966,plus,110437966,
NC_007127.7,3067068,3096755,cyb5r4,plus,553685,cytochrome b5 reductase 4
NC_007127.7,3103062,3127702,csf3r,minus,100134935,colony stimulating factor 3 receptor (granulocyte)
NC_007127.7,3147353,3150530,LOC110437967,plus,110437967,
NC_007127.7,3153549,3156186,LOC101885066,minus,101885066,
NC_007127.7,3185842,3189502,LOC110437968,plus,110437968,
NC_007127.7,3463556,3678727,LOC100334689,minus,100334689,
NC_007127.7,3982538,4002781,zc3h12a,plus,798235,
NC_007127.7,4012664,4030838,LOC556653,minus,556653,
NC_007127.7,4055478,4075878,LOC101882255,plus,101882255,
NC_007127.7,4078213,4131337,inpp5b,plus,563543,
NC_007127.7,4133793,4168891,mtf1,plus,195821,metal-regulatory transcription factor 1
NC_007127.7,4179038,4179526,LOC100535213,minus,100535213,
NC_007127.7,4182895,4190726,yrdc,plus,797343,yrdC N(6)-threonylcarbamoyltransferase domain containing
NC_007127.7,4196932,4203022,rrp15,minus,327053,ribosomal RNA processing 15 homolog
NC_007127.7,4235318,4242039,LOC101886145,minus,101886145,
NC_007127.7,4287539,4317955,vegfaa,minus,30682,vascular endothelial growth factor Aa
NC_007127.7,4496960,4512798,ttc29,plus,799981,tetratricopeptide repeat domain 29
NC_007127.7,4514461,4531657,ppp1r8b,minus,799896,"protein phosphatase 1, regulatory subunit 8b"
NC_007127.7,4531730,4540914,tfpt,plus,796934,TCF3 (E2A) fusion partner
NC_007127.7,4542256,4546965,mrpl51,minus,797002,mitochondrial ribosomal protein L51
NC_007127.7,4564432,4610281,arnt,minus,493634,aryl hydrocarbon receptor nuclear translocator
NC_007127.7,4591316,4640600,cyp4t8,minus,387527,"cytochrome P450, family 4, subfamily T, polypeptide 8"
NC_007127.7,4654347,4687838,si:ch1073-284b18.2,plus,799825,
NC_007127.7,4695086,4707671,mecr,plus,550550,mitochondrial trans-2-enoyl-CoA reductase
NC_007127.7,4710620,4721744,smpdl3b,minus,564392,"sphingomyelin phosphodiesterase, acid-like 3B"
NC_007127.7,4725409,4746728,themis2,plus,100535600,
NC_007127.7,4746593,4769967,rpa2,minus,65226,replication protein A2
NC_007127.7,4770268,4796565,ube3d,plus,553294,ubiquitin protein ligase E3D
NC_007127.7,4834527,4836218,tpbgb,minus,792712,trophoblast glycoprotein b
NC_007127.7,4839059,4897899,ibtk,plus,572463,
NC_007127.7,4907385,4914476,fam46aa,plus,100330676,
NC_007127.7,5014287,5105295,bckdhb,minus,569980,"branched chain keto acid dehydrogenase E1, beta polypeptide"
NC_007127.7,5110455,5143134,ttk,minus,317763,ttk protein kinase
NC_007127.7,5145132,5154003,dctn3,minus,431767,dynactin 3 (p22)
NC_007127.7,5156459,5166830,elovl4a,plus,393769,ELOVL fatty acid elongase 4a
NC_007127.7,5184420,5199355,soga3,plus,100332515,
NC_007127.7,5199376,5231414,soga3a,plus,558933,
NC_007127.7,5239018,5250499,echdc1,plus,553585,enoyl CoA hydratase domain containing 1
