"Genes, NCBI Danio rerio Annotation Release 106, 2017-06-26"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_007112.7,6642,11878,rpl24,minus,192301,ribosomal protein L24
NC_007112.7,11922,16373,cep97,plus,386640,centrosomal protein 97
NC_007112.7,18648,23838,nfkbiz,plus,100001781,
NC_007112.7,27688,34330,eed,plus,550463,embryonic ectoderm development
NC_007112.7,36734,39191,hikeshi,plus,550239,"Hikeshi, heat shock protein nuclear import factor"
NC_007112.7,39325,44525,tmem39a,minus,323208,transmembrane protein 39A
NC_007112.7,44839,49831,ildr1a,minus,393364,immunoglobulin-like domain containing receptor 1a
NC_007112.7,50828,65003,LOC100332762,minus,100332762,
NC_007112.7,65705,71667,si:zfos-1011f11.1,minus,407680,si:zfos-1011f11.1
NC_007112.7,109798,119138,zgc:163025,plus,100038778,zgc:163025
NC_007112.7,119960,125246,f7,plus,114423,coagulation factor VII
NC_007112.7,127258,134079,f7i,plus,282671,coagulation factor VIIi
NC_007112.7,136020,142173,f10,plus,282670,coagulation factor X
NC_007112.7,144291,152006,prozb,plus,558106,"protein Z, vitamin K-dependent plasma glycoprotein b"
NC_007112.7,152007,157567,pcid2,minus,492509,PCI domain containing 2
NC_007112.7,157793,168647,cul4a,plus,394002,cullin 4A
NC_007112.7,171765,183800,zgc:64072,plus,324985,zgc:64072
NC_007112.7,184908,191971,grtp1a,minus,406711,growth hormone regulated TBC protein 1a
NC_007112.7,197236,206299,adprhl1,minus,450012,ADP-ribosylhydrolase like 1
NC_007112.7,208177,214921,dcun1d2b,minus,415246,"DCN1, defective in cullin neddylation 1, domain containing 2b"
NC_007112.7,214860,226001,tmco3,plus,564309,
NC_007112.7,227222,241708,tfdp1b,plus,393749,"transcription factor Dp-1, b"
NC_007112.7,245137,256233,grk1a,plus,564152,G protein-coupled receptor kinase 1 a
NC_007112.7,259991,296057,cenpe,plus,767754,centromere protein E
NC_007112.7,296919,309348,tmem255b,plus,103911743,
NC_007112.7,309401,312613,LOC108187164,plus,108187164,
NC_007112.7,312784,338268,gas6,minus,335830,growth arrest-specific 6
NC_007112.7,343292,354114,pros1,minus,768180,protein S (alpha)
NC_007112.7,357227,411366,rasa3,minus,100318936,
NC_007112.7,418866,443739,tpp2,plus,100331669,
NC_007112.7,443174,462291,LOC100149425,minus,100149425,
NC_007112.7,466780,471939,zgc:92518,minus,436634,zgc:92518
NC_007112.7,474073,494309,ercc5,minus,541502,
NC_007112.7,494297,505620,blzf1,plus,114452,basic leucine zipper nuclear factor 1
NC_007112.7,509021,513786,trmt10c,minus,492460,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
NC_007112.7,513982,522317,txnl4b,plus,641329,thioredoxin-like 4B
NC_007112.7,518853,524433,si:ch73-41e3.7,minus,572312,si:ch73-41e3.7
NC_007112.7,524699,530940,mrpl16,plus,493604,mitochondrial ribosomal protein L16
NC_007112.7,532766,549521,cenpq,plus,101885540,centromere protein Q
NC_007112.7,550964,558826,LOC101885604,minus,101885604,
NC_007112.7,576444,576521,mir155,plus,100033679,microRNA 155
NC_007112.7,580671,591334,mrpl39,plus,334588,mitochondrial ribosomal protein L39
NC_007112.7,594637,608235,jam2a,plus,100005261,junctional adhesion molecule 2a
NC_007112.7,610327,614663,atp5j,minus,406599,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6"
NC_007112.7,617799,656793,appa,minus,58083,amyloid beta (A4) precursor protein a
NC_007112.7,658405,669717,cyyr1,minus,405818,cysteine/tyrosine-rich 1
NC_007112.7,672189,681503,adamts1,minus,565145,
NC_007112.7,691738,714626,adamts5,minus,565053,ADAM metallopeptidase with thrombospondin type 1 motif 5
NC_007112.7,961607,970952,n6amt1,plus,436775,N-6 adenine-specific DNA methyltransferase 1 (putative)
NC_007112.7,973067,1005061,gart,minus,58141,phosphoribosylglycinamide formyltransferase
NC_007112.7,1006793,1014803,LOC100332351,minus,100332351,
NC_007112.7,1027556,1030612,LOC101886071,minus,101886071,
NC_007112.7,1286285,1352950,donson,minus,110439729,
