"Genes, NCBI Anolis carolinensis Annotation Release 102, 2016-05-31"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NW_003338810.1,42106,177786,rbfox1,plus,100562635,
NW_003338810.1,162541,162624,mir5411,plus,104794214,microRNA 5411
NW_003338810.1,601117,606637,LOC107983238,minus,107983238,
NW_003338810.1,704609,705395,LOC107983239,minus,107983239,
NW_003338810.1,850117,855699,tmem114,minus,100564013,
NW_003338810.1,861332,871222,mettl22,plus,100562833,
NW_003338810.1,893536,911028,abat,plus,100564208,
NW_003338810.1,911227,913341,tmem186,minus,100564404,
NW_003338810.1,913315,920270,pmm2,plus,100564602,
NW_003338810.1,923077,939876,carhsp1,minus,100564803,
NW_003338810.1,942566,963590,nagpa,plus,100565001,
NW_003338810.1,973446,1029876,wdr90,minus,100565192,
NW_003338810.1,1038820,1070317,sec14l5,minus,100565389,
NW_003338810.1,1105347,1171556,LOC103279848,minus,103279848,
NW_003338810.1,1212375,1282389,ppl,plus,100563033,
NW_003338810.1,1282902,1302333,ubn1,minus,100565588,
NW_003338810.1,1302421,1327080,glyr1,plus,100565780,
NW_003338810.1,1328877,1343072,rogdi,plus,100563231,
NW_003338810.1,1343764,1347917,smim22,minus,100563422,
NW_003338810.1,1350090,1366306,LOC100565980,minus,100565980,
NW_003338810.1,1366263,1368219,fahd1,plus,100566181,
NW_003338810.1,1368696,1454161,meiob,minus,100566381,
NW_003338810.1,1396978,1454615,hs3st6,minus,100566569,
NW_003338810.1,1520763,1642452,lmf1,minus,100566761,
NW_003338810.1,1647860,1668578,sox8,plus,100566954,
NW_003338810.1,1757046,1762160,sstr5,plus,100567150,
NW_003338810.1,1797500,1803309,c1qtnf8,minus,100567344,
NW_003338810.1,1825944,1843493,LOC100563620,minus,100563620,
NW_003338810.1,1849180,1865606,LOC100567538,minus,100567538,
NW_003338810.1,1879103,1929170,usp7,plus,100567733,
NW_003338810.1,1930408,1940644,LOC100563817,minus,100563817,
NW_003338810.1,1958209,1969788,narfl,minus,100567931,
NW_003338810.1,1979388,2002173,LOC100568124,minus,100568124,
NW_003338810.1,2010390,2013957,msrb1,plus,100551553,
NW_003338810.1,2016989,2048633,LOC103279847,plus,103279847,
