"Genes, NCBI Gallus gallus Annotation Release 105, 2021-04-11"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_052532.1,31798,34698,LOC121106832,plus,121106832,
NC_052532.1,38602,40827,LOC107049418,plus,107049418,
NC_052532.1,51035,60800,RNF212B,minus,770305,
NC_052532.1,60808,79419,CARMIL3,minus,101749117,
NC_052532.1,79767,83188,DHRS4,plus,426247,dehydrogenase/reductase 4
NC_052532.1,85615,88209,LOC121106805,minus,121106805,
NC_052532.1,87932,88122,LOC121110902,minus,121110902,
NC_052532.1,90453,93047,LOC121107380,minus,121107380,
NC_052532.1,92770,92960,LOC121110878,minus,121110878,
NC_052532.1,95303,97897,LOC121107381,minus,121107381,
NC_052532.1,97620,97810,LOC112531646,minus,112531646,
NC_052532.1,100159,102753,LOC121107383,minus,121107383,
NC_052532.1,102476,102666,LOC121110879,minus,121110879,
NC_052532.1,107338,107528,LOC121110880,minus,121110880,
NC_052532.1,112199,112389,LOC121109522,minus,121109522,
NC_052532.1,117042,117232,LOC121109525,minus,121109525,
NC_052532.1,121885,122075,LOC121109523,minus,121109523,
NC_052532.1,126722,126912,LOC112531610,minus,112531610,
NC_052532.1,130937,182177,CLC2DL4,minus,100857569,
NC_052532.1,143996,146764,LOC121113333,plus,121113333,
NC_052532.1,150337,172010,LOC121106515,plus,121106515,
NC_052532.1,158119,160056,LOC776463,plus,776463,
NC_052532.1,163188,168221,LOC121113327,minus,121113327,
NC_052532.1,173380,177013,LOC121113351,plus,121113351,
NC_052532.1,186793,189881,LOC121109244,plus,121109244,
NC_052532.1,199292,205569,LOC121109239,plus,121109239,
NC_052532.1,216368,251040,LOC112532872,plus,112532872,
NC_052532.1,219372,220976,LOC101747821,plus,101747821,
NC_052532.1,234686,268117,LOC121106485,plus,121106485,
NC_052532.1,235193,237160,LOC121113360,plus,121113360,
NC_052532.1,239393,243384,LOC121113362,minus,121113362,
NC_052532.1,254196,257868,LOC121113328,plus,121113328,
NC_052532.1,280597,284229,CLC2DL5,plus,776458,
NC_052532.1,293901,298317,LOC107049475,minus,107049475,
NC_052532.1,302848,305597,LOC121109243,minus,121109243,
NC_052532.1,323552,335916,LOC121113331,minus,121113331,
NC_052532.1,328845,332102,LOC121113330,minus,121113330,
NC_052532.1,347656,358760,LOC121109246,minus,121109246,
NC_052532.1,364859,378009,LOC121109235,plus,121109235,
