"Genes, NCBI Chrysemys picta Annotation Release 103, 2021-08-10"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NW_024885820.1,4719,53453,CSNK1D,plus,101943976,
NW_024885820.1,76682,110743,SLC16A3,minus,101943252,
NW_024885820.1,124418,126781,LOC112059453,minus,112059453,
NW_024885820.1,134488,243689,CCDC57,plus,101942155,
NW_024885820.1,248929,326842,FASN,plus,101942965,
NW_024885820.1,334099,369436,DUS1L,plus,101941612,
NW_024885820.1,371545,388672,GPS1,minus,101939975,
NW_024885820.1,388612,399279,RFNG,plus,101940585,
NW_024885820.1,403712,408726,DCXR,plus,101935030,
NW_024885820.1,408311,411784,RAC3,minus,101934732,
NW_024885820.1,418784,442288,LRRC45,minus,101939681,
NW_024885820.1,441014,466225,CENPX,plus,101938777,
NW_024885820.1,451764,531587,ASPSCR1,minus,101939212,
NW_024885820.1,558439,573905,NOTUM,plus,101938505,
NW_024885820.1,580254,585329,MYADML2,plus,101938229,
NW_024885820.1,595890,603750,PYCR1,plus,101937957,
NW_024885820.1,611971,622503,MAFG,plus,101937504,
NW_024885820.1,633771,641437,SIRT7,plus,101937028,
NW_024885820.1,641571,660683,PCYT2,plus,101936405,
NW_024885820.1,660851,679737,LOC101936131,plus,101936131,
NW_024885820.1,680134,681311,NPB,minus,101934460,
NW_024885820.1,684576,687353,ANAPC11,minus,101935688,
NW_024885820.1,687478,695871,ALYREF,plus,101935406,
NW_024885820.1,698880,715995,ARHGDIA,plus,101934932,
NW_024885820.1,731282,743684,P4HB,plus,101934632,
NW_024885820.1,747553,751017,PPP1R27,plus,101934360,
NW_024885820.1,757139,768435,MCRIP1,plus,101934080,
NW_024885820.1,782573,805162,GCGR,minus,101934183,
NW_024885820.1,811080,820243,SLC25A10,minus,101933827,
NW_024885820.1,822455,828072,MRPL12,minus,101932924,
NW_024885820.1,827339,832274,LOC101933926,plus,101933926,
NW_024885820.1,832597,846767,HGS,minus,101933189,
NW_024885820.1,846843,851559,ARL16,plus,101932471,
NW_024885820.1,851554,865062,LOC122172242,minus,122172242,
NW_024885820.1,871404,879891,LOC101932092,minus,101932092,
NW_024885820.1,889088,912876,TMC6,minus,101931244,
NW_024885820.1,915107,918361,LOC122172243,plus,122172243,
NW_024885820.1,921756,923979,SYNGR2,plus,101933372,
NW_024885820.1,924442,930318,TK1,minus,101930960,
NW_024885820.1,930519,936899,AFMID,plus,101933108,
NW_024885820.1,940473,947655,TMEM235,plus,101932835,
NW_024885820.1,948104,953464,LOC101954128,minus,101954128,
NW_024885820.1,1008551,1011676,SOCS3,minus,101953847,
NW_024885820.1,1018380,1062490,PGS1,plus,101952620,
NW_024885820.1,1047006,1127802,DNAH17,minus,101953368,
NW_024885820.1,1137462,1178075,CYTH1,minus,101952185,
NW_024885820.1,1183003,1199783,USP36,minus,101932286,
NW_024885820.1,1204811,1211875,TIMP2,minus,101951916,
NW_024885820.1,1242325,1258041,C1QTNF1,plus,101951277,
NW_024885820.1,1263774,1273271,ENGASE,plus,101932012,
NW_024885820.1,1277733,1603747,RBFOX3,minus,101947892,
NW_024885820.1,1663062,1673021,ENPP7,plus,101931716,
NW_024885820.1,1690151,1699915,CBX2,plus,101931441,
NW_024885820.1,1704787,1709275,CBX8,minus,101947446,
NW_024885820.1,1741587,1747848,CBX4,minus,101946969,
NW_024885820.1,1793079,1840918,TBC1D16,minus,101945418,
NW_024885820.1,1841061,1869613,CCDC40,plus,101931161,
NW_024885820.1,1870676,1889514,GAA,plus,101945048,
NW_024885820.1,1894274,1913009,CARD14,plus,101930873,
NW_024885820.1,1913296,1919241,SGSH,minus,101954045,
