"Genes, NCBI Petromyzon marinus Annotation Release 100, 2020-03-20",,,,,,
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_046071.1,16994,26397,EIF3H,minus,116950880,
NC_046071.1,38326,49748,PSMF1,minus,116950885,
NC_046071.1,49762,73451,TRMT11,plus,116950874,
NC_046071.1,105204,137951,GNL2,minus,116950901,
NC_046071.1,137991,198626,LOC116950906,plus,116950906,
NC_046071.1,285978,304938,LOC116950913,plus,116950913,
NC_046071.1,316014,323677,AGPAT5,minus,116950919,
NC_046071.1,332121,449058,MCPH1,minus,116950931,
NC_046071.1,367996,419415,LOC116950948,plus,116950948,
NC_046071.1,452615,472872,HBS1L,plus,116950974,
NC_046071.1,531206,536383,LOC116951035,minus,116951035,
NC_046071.1,535188,642384,LOC116950990,plus,116950990,
NC_046071.1,610933,617150,LOC116951031,minus,116951031,
NC_046071.1,658933,670704,LOC116951039,minus,116951039,
NC_046071.1,687710,702560,LOC116951040,minus,116951040,
NC_046071.1,717605,771405,LOC116951049,minus,116951049,
NC_046071.1,777894,782191,SMIM12,minus,116951056,
NC_046071.1,785615,870853,LOC116951066,minus,116951066,
NC_046071.1,959883,975435,LOC116951080,minus,116951080,
NC_046071.1,991247,995395,PXMP4,minus,116951087,
NC_046071.1,1000881,1021289,CGGBP1,minus,116951090,
NC_046071.1,1036283,1057142,LOC116951101,plus,116951101,
NC_046071.1,1155386,1162973,LOC116951112,plus,116951112,
NC_046071.1,1304450,1310428,LOC116951120,plus,116951120,
NC_046071.1,1321378,1326071,LOC116951168,plus,116951168,
NC_046071.1,1321405,1399992,LOC116951124,minus,116951124,
NC_046071.1,1331007,1407778,LOC116951146,plus,116951146,
NC_046071.1,1433741,1437849,LOC116951175,plus,116951175,
NC_046071.1,1447695,1523609,LOC116951184,plus,116951184,
NC_046071.1,1640552,1642022,LOC116951188,minus,116951188,
NC_046071.1,1656342,1669173,LTV1,minus,116951194,
NC_046071.1,1670435,1681004,LOC116951202,minus,116951202,
NC_046071.1,1683451,1683535,LOC116958722,minus,116958722,
NC_046071.1,1684165,1684252,LOC116958738,minus,116958738,
NC_046071.1,1684952,1685039,LOC116958730,minus,116958730,
NC_046071.1,1747233,1758378,LOC116951216,plus,116951216,
NC_046071.1,1762418,1776476,BSDC1,minus,116951225,
NC_046071.1,1776123,1940191,MSRA,minus,116958055,
NC_046071.1,1948216,1950037,LOC116951251,plus,116951251,
NC_046071.1,1984474,1996566,LOC116951257,minus,116951257,
NC_046071.1,2002660,2041472,LOC116951268,minus,116951268,
NC_046071.1,2062152,2101169,IFT172,minus,116951276,
NC_046071.1,2102835,2102906,TRNAA-UGC,minus,116936900,
NC_046071.1,2108495,2122429,LOC116951284,minus,116951284,
NC_046071.1,2132579,2148374,LOC116951293,minus,116951293,
NC_046071.1,2157199,2185052,LOC116951311,plus,116951311,
NC_046071.1,2188209,2201342,LOC116951344,minus,116951344,
NC_046071.1,2245051,2536125,LOC116951355,plus,116951355,
NC_046071.1,2538983,2548260,LOC116951473,plus,116951473,
NC_046071.1,2548768,2556842,ACP1,minus,116951461,
NC_046071.1,2559650,2562944,RPS19BP1,minus,116951483,
NC_046071.1,2564042,2580577,TOP3A,minus,116951492,
NC_046071.1,2583767,2631025,LOC116951499,minus,116951499,
NC_046071.1,2635289,2650376,LOC116951506,minus,116951506,
NC_046071.1,2651378,2654039,LOC116951530,minus,116951530,
NC_046071.1,2654427,2662069,LOC116951536,minus,116951536,
NC_046071.1,2664431,2674474,SDHC,minus,116951547,
NC_046071.1,2675946,2676018,TRNAK-CUU,minus,116936906,
NC_046071.1,2676447,2676519,TRNAK-CUU,minus,116936912,
NC_046071.1,2676677,2676749,TRNAK-CUU,minus,116936919,
NC_046071.1,2677333,2677405,TRNAK-CUU,minus,116936927,
NC_046071.1,2678531,2678603,TRNAK-CUU,minus,116936935,
NC_046071.1,2681003,2681075,TRNAK-CUU,minus,116936949,
NC_046071.1,2681873,2681945,TRNAK-CUU,minus,116936957,
NC_046071.1,2682367,2682439,TRNAK-CUU,minus,116936965,
