"Genes, NCBI Chrysemys picta Annotation Release 103, 2021-08-10"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NW_024885855.1,285,3050,LOC122172502,minus,122172502,
NW_024885855.1,7459,23863,PHETA2,minus,103305698,
NW_024885855.1,32359,54181,NAGA,plus,101949244,
NW_024885855.1,59571,76134,WBP2NL,minus,101948978,
NW_024885855.1,79650,143266,SEPTIN3,minus,101948063,
NW_024885855.1,144027,144098,TRNAH-GUG,minus,112058759,
NW_024885855.1,153747,163867,CENPM,plus,101947782,
NW_024885855.1,181438,196410,TNFRSF13C,plus,103307563,
NW_024885855.1,269210,303034,SHISA8,plus,101947519,
NW_024885855.1,314518,352021,SREBF2,minus,101946871,
NW_024885855.1,361827,384696,CCDC134,minus,101946039,
NW_024885855.1,390742,399199,MEI1,minus,101931225,
NW_024885855.1,407655,416696,SNU13,plus,101945752,
NW_024885855.1,422882,442771,XRCC6,minus,101944930,
NW_024885855.1,442840,458805,DESI1,plus,101944662,
NW_024885855.1,469542,488357,PMM1,plus,101944216,
NW_024885855.1,488569,518819,CSDC2,minus,101943032,
NW_024885855.1,535807,548890,POLR3H,plus,101942565,
NW_024885855.1,552278,587128,ACO2,minus,101942297,
NW_024885855.1,587267,595529,PHF5A,plus,101942042,
NW_024885855.1,604376,615869,TOB2,plus,101941502,
NW_024885855.1,634436,646294,LOC103307564,plus,103307564,
NW_024885855.1,650921,668741,TEF,minus,101940664,
NW_024885855.1,688877,778270,ZC3H7B,minus,101938850,
NW_024885855.1,778300,806832,RANGAP1,plus,101938040,
NW_024885855.1,806968,831160,LOC101936552,minus,101936552,
NW_024885855.1,831076,838250,CHADL,plus,101937013,
NW_024885855.1,840577,864503,L3MBTL2,minus,101937565,
NW_024885855.1,898144,930864,LOC103307565,minus,103307565,
NW_024885855.1,932011,1056126,EP300,minus,101930946,
NW_024885855.1,1118250,1133342,RBX1,minus,101936281,
NW_024885855.1,1143754,1159278,LOC122172497,minus,122172497,
NW_024885855.1,1169566,1190096,XPNPEP3,minus,101935479,
NW_024885855.1,1190215,1236089,ST13,plus,101935839,
NW_024885855.1,1240133,1243062,LOC103307566,plus,103307566,
NW_024885855.1,1244907,1293905,SLC25A17,plus,101934537,
NW_024885855.1,1325607,1332152,MCHR1,minus,101934812,
NW_024885855.1,1343263,1509744,MRTFA,plus,101933728,
NW_024885855.1,1513240,1557309,SGSM3,minus,101933252,
NW_024885855.1,1549486,1553708,JRK,minus,101932992,
NW_024885855.1,1561284,1606444,ADSL,minus,101932360,
NW_024885855.1,1638192,1840194,TNRC6B,minus,101931505,
NW_024885855.1,1865145,1886203,FAM83F,minus,101931224,
NW_024885855.1,1911872,1962203,GRAP2,minus,101930945,
NW_024885855.1,1925662,1948592,LOC101953930,plus,101953930,
NW_024885855.1,1960294,2018023,ENTHD1,plus,101954113,
NW_024885855.1,2077735,2202790,CACNA1I,minus,101953062,
NW_024885855.1,2371792,2377202,RPS19BP1,plus,101952777,
NW_024885855.1,2387940,2391658,ATF4,minus,101952513,
NW_024885855.1,2404815,2415757,LOC101952079,minus,101952079,
NW_024885855.1,2415808,2416798,LOC122172498,minus,122172498,
NW_024885855.1,2426170,2464413,MGAT3,minus,101950417,
NW_024885855.1,2501578,2515760,TAB1,minus,101951442,
NW_024885855.1,2530438,2558733,SYNGR1,minus,101949943,
NW_024885855.1,2579395,2592254,RPL3,plus,101949680,
NW_024885855.1,2585359,2585451,LOC112058758,plus,112058758,
NW_024885855.1,2591502,2591594,LOC112058757,plus,112058757,
NW_024885855.1,2657701,2690250,PDGFB,plus,101949242,
NW_024885855.1,2738772,2758661,CBX7,plus,101948704,
NW_024885855.1,2760630,2778330,CBX6,plus,101948230,
NW_024885855.1,2804213,2855989,NPTXR,plus,101947781,
NW_024885855.1,2869442,2875958,DNAL4,plus,101947518,
NW_024885855.1,2883589,2907698,LOC101953827,plus,101953827,
NW_024885855.1,2907585,2932775,SUN2,plus,101947040,
NW_024885855.1,2937422,2959971,GTPBP1,minus,101946421,
NW_024885855.1,2971193,2981431,JOSD1,plus,101946139,
NW_024885855.1,2981734,2985773,TOMM22,minus,101945864,
NW_024885855.1,2986591,2992895,CBY1,minus,101945399,
NW_024885855.1,2993011,3048232,FAM227A,plus,101953543,
NW_024885855.1,3053366,3096194,DMC1,plus,101944928,
NW_024885855.1,3100795,3133339,DDX17,plus,101944315,
NW_024885855.1,3134937,3147063,KDELR3,minus,101944049,
NW_024885855.1,3165641,3192092,KCNJ4,plus,101943403,
NW_024885855.1,3183944,3184803,LOC101953254,plus,101953254,
NW_024885855.1,3225775,3253353,CSNK1E,plus,101943127,
NW_024885855.1,3263842,3306706,TMEM184B,plus,101942663,
NW_024885855.1,3313438,3323155,MAFF,minus,101942219,
NW_024885855.1,3326533,3351518,PLA2G6,plus,101941781,
NW_024885855.1,3351657,3370903,BAIAP2L2,plus,101941501,
NW_024885855.1,3375650,3388427,SLC16A8,plus,101941227,
NW_024885855.1,3389749,3404134,PICK1,minus,101940757,
NW_024885855.1,3449572,3462596,SOX10,plus,101939572,
NW_024885855.1,3465471,3472853,POLR2F,minus,101939843,
NW_024885855.1,3472744,3479502,CUNH22orf23,plus,101940301,
NW_024885855.1,3480047,3510879,MICALL1,minus,101939288,
NW_024885855.1,3518396,3538806,EIF3L,minus,101939024,
NW_024885855.1,3539290,3548843,ANKRD54,plus,101952971,
NW_024885855.1,3573673,3582226,GALR3,minus,101938753,
NW_024885855.1,3583982,3585458,LOC101952693,plus,101952693,
NW_024885855.1,3589606,3602964,GCAT,minus,101937937,
NW_024885855.1,3613234,3615625,LOC101937657,minus,101937657,
NW_024885855.1,3627312,3653523,LOC101937370,minus,101937370,
NW_024885855.1,3659969,3669308,LOC112058756,minus,112058756,
NW_024885855.1,3675106,3680182,NOL12,minus,101936819,
NW_024885855.1,3687608,3697415,LOC101937098,plus,101937098,
NW_024885855.1,3687735,3701641,LOC112058752,minus,112058752,
NW_024885855.1,3699293,3701271,LOC101952439,plus,101952439,
NW_024885855.1,3705005,3710929,LGALS1,minus,101936378,
NW_024885855.1,3723394,3754013,SH3BP1,minus,101952169,
NW_024885855.1,3758260,3775450,GGA1,minus,101935387,
NW_024885855.1,3793995,3797773,LGALS2,plus,101935109,
NW_024885855.1,3799695,3810790,CDC42EP1,minus,101951899,
NW_024885855.1,3835044,3861291,CARD10,plus,101951620,
NW_024885855.1,3861437,3883358,MFNG,plus,101934811,
NW_024885855.1,3891807,3905657,LOC101934536,minus,101934536,
NW_024885855.1,3905630,3966911,ELFN2,plus,101934255,
NW_024885855.1,4046354,4080859,CYTH4,minus,101933815,
NW_024885855.1,4090902,4100611,RAC2,plus,101933538,
NW_024885855.1,4104150,4110425,SSTR3,plus,101933250,
NW_024885855.1,4118600,4127212,C1QTNF6,plus,101932627,
NW_024885855.1,4150788,4166087,IL2RB,plus,101932173,
NW_024885855.1,4172465,4209382,TMPRSS6,plus,101951084,
