"Genes, NCBI Danio rerio Annotation Release 106, 2017-06-26"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_007117.7,28264,30752,LOC110439853,plus,110439853,
NC_007117.7,30753,41784,marf1,plus,100005105,
NC_007117.7,42126,48110,zgc:114175,minus,619257,zgc:114175
NC_007117.7,48435,67484,mbd5,plus,100009623,
NC_007117.7,67607,69906,sowahcb,plus,563244,sosondowah ankyrin repeat domain family Cb
NC_007117.7,72037,73049,crygm4,plus,338225,"crystallin, gamma M4"
NC_007117.7,83856,98774,LOC100535713,plus,100535713,
NC_007117.7,103006,110222,ldlrb,plus,393460,
NC_007117.7,112694,121799,ap1m2,plus,403021,"adaptor-related protein complex 1, mu 2 subunit"
NC_007117.7,120093,121516,cdkn2d,plus,100333252,
NC_007117.7,125296,131459,si:zfos-323e3.4,minus,100333177,
NC_007117.7,131998,138620,keap1b,minus,100003679,kelch-like ECH-associated protein 1b
NC_007117.7,140121,144976,s1pr5b,minus,780835,sphingosine-1-phosphate receptor 5b
NC_007117.7,149405,152955,fdx1l,plus,767726,ferredoxin 1-like
NC_007117.7,153146,157389,zglp1,plus,751739,"zinc finger, GATA-like protein 1"
NC_007117.7,161696,170386,lyl1,plus,100333113,
NC_007117.7,174306,180114,LOC100537138,minus,100537138,
NC_007117.7,181133,185607,tab1,plus,403084,
NC_007117.7,201887,207912,mgat3b,plus,570828,
NC_007117.7,215044,220357,c1qtnf6b,minus,570839,
NC_007117.7,224716,236912,LOC100005420,minus,100005420,
NC_007117.7,231563,232265,LOC108190354,plus,108190354,
NC_007117.7,240156,242597,LOC101886216,minus,101886216,
NC_007117.7,265082,268038,rps19bp1,plus,100005069,
NC_007117.7,269062,272554,atf4a,plus,406514,activating transcription factor 4a
NC_007117.7,274111,276061,LOC557729,plus,557729,
NC_007117.7,278407,281843,LOC101886547,minus,101886547,
NC_007117.7,288759,293934,LOC110439854,minus,110439854,
NC_007117.7,295185,342217,rbfox2,plus,406569,"RNA binding protein, fox-1 homolog (C. elegans) 2"
NC_007117.7,344329,350986,LOC110437775,minus,110437775,
NC_007117.7,356155,356961,pde6h,minus,393758,"phosphodiesterase 6H, cGMP-specific, cone, gamma"
NC_007117.7,361446,366305,LOC108190355,minus,108190355,
NC_007117.7,367456,375105,LOC100535353,plus,100535353,
NC_007117.7,377698,386969,si:zfos-169g10.2,minus,100334518,
NC_007117.7,392817,409768,cyth4b,plus,100141338,cytohesin 4b
NC_007117.7,415500,426074,fam83fb,minus,492354,"family with sequence similarity 83, member Fb"
NC_007117.7,427317,442290,grap2b,minus,393651,GRB2-related adaptor protein 2b
NC_007117.7,487221,546395,LOC100334891,plus,100334891,
NC_007117.7,584705,598165,zgc:92360,plus,436988,zgc:92360
NC_007117.7,598339,600209,si:ch73-379f7.4,plus,100334958,
NC_007117.7,603278,609921,lgals2b,minus,393486,"lectin, galactoside-binding, soluble, 2b"
NC_007117.7,612456,623812,kynu,plus,100334830,
NC_007117.7,843338,958982,zeb2b,minus,564934,zinc finger E-box binding homeobox 2b
NC_007117.7,1161371,1187737,txnrd1,minus,352924,thioredoxin reductase 1
NC_007117.7,1285832,1432200,plxna1b,minus,558065,plexin A1b
NC_007117.7,1389448,1394589,LOC100538256,plus,100538256,
NC_007117.7,1494817,1514804,chchd6b,minus,492522,coiled-coil-helix-coiled-coil-helix domain containing 6b
NC_007117.7,1516644,1528206,LOC100329795,minus,100329795,
NC_007117.7,1535298,1553314,tpra1,minus,570573,"transmembrane protein, adipocyte asscociated 1"
NC_007117.7,1553948,1566445,trim107,minus,100329882,
NC_007117.7,1567944,1590993,zgc:123305,minus,641489,zgc:123305
NC_007117.7,1724698,1746109,acvr2ab,plus,100331014,
NC_007117.7,1748463,1762163,orc4,minus,406462,"origin recognition complex, subunit 4"
NC_007117.7,1764469,1768753,zgc:158417,minus,780838,zgc:158417
NC_007117.7,1769903,1777858,zgc:113442,minus,503592,zgc:113442
NC_007117.7,1779390,1783966,ntan1,minus,393824,
NC_007117.7,1787280,1799330,myl9b,plus,406493,"myosin, light chain 9b, regulatory"
NC_007117.7,1805417,1820438,LOC100535338,minus,100535338,
NC_007117.7,1825215,1876554,dlgap4b,minus,569107,
NC_007117.7,2030703,2092501,quo,plus,321031,quattro
NC_007117.7,2093390,2121803,tgm2b,plus,323856,transglutaminase 2b
NC_007117.7,2126278,2133818,vstm2l,minus,393468,
NC_007117.7,2145685,2162481,tgm5l,minus,565984,"transglutaminase 5, like"
NC_007117.7,2167172,2171441,wu:fe02h09,minus,566065,wu:fe02h09
NC_007117.7,2174324,2198636,acvr1bb,plus,559222,
NC_007117.7,2206495,2222707,prkag1,minus,406440,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
NC_007117.7,2222712,2239847,LOC110437749,plus,110437749,
NC_007117.7,2239599,2241675,LOC798514,plus,798514,
NC_007117.7,2271343,2394975,pbx1b,plus,570960,pre-B-cell leukemia homeobox 1b
NC_007117.7,2422585,2454122,med8,minus,404615,mediator complex subunit 8
NC_007117.7,2431246,2441544,LOC101882644,minus,101882644,
NC_007117.7,2454478,2593091,szt2,plus,571986,
NC_007117.7,2594790,2617050,LOC110439855,plus,110439855,
NC_007117.7,2619890,2627488,hyi,minus,393305,hydroxypyruvate isomerase
NC_007117.7,2872081,3274493,ptprfa,plus,140819,"protein tyrosine phosphatase, receptor type, f, a"
NC_007117.7,3280883,3322054,kdm4aa,plus,100003413,
NC_007117.7,3334358,3405499,st3gal3a,plus,393326,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3a"
NC_007117.7,3419698,3422753,LOC108190362,plus,108190362,
NC_007117.7,3424639,3460513,artn,plus,101882107,
NC_007117.7,3473657,3491357,rad54l,plus,394119,RAD54-like (S. cerevisiae)
NC_007117.7,3492592,3506962,si:ch1073-342h5.2,minus,100333617,
NC_007117.7,3509036,3514753,uqcrh,minus,566723,ubiquinol-cytochrome c reductase hinge protein
NC_007117.7,3516926,3540267,faah,plus,569067,fatty acid amide hydrolase
NC_007117.7,3563890,3573716,dmbx1b,minus,550288,diencephalon/mesencephalon homeobox 1b
NC_007117.7,3636422,3674425,col28a2b,plus,100002791,
NC_007117.7,3680554,3690209,klhl41b,plus,321064,kelch-like family member 41b
NC_007117.7,3693441,3708388,ppig,plus,406773,peptidylprolyl isomerase G (cyclophilin G)
NC_007117.7,3710628,3713117,phospho2,plus,799638,"phosphatase, orphan 2"
NC_007117.7,3713420,3728632,ssb,plus,321504,Sjogren syndrome antigen B (autoantigen La)
NC_007117.7,3809953,3813181,sp5b,plus,799504,
NC_007117.7,3816226,3825930,erich2,plus,561824,glutamate-rich 2
NC_007117.7,3827694,3862113,gad1b,plus,378441,glutamate decarboxylase 1b
NC_007117.7,3864016,3875115,gorasp2,plus,393676,golgi reassembly stacking protein 2
NC_007117.7,3877673,3924738,tlk1b,minus,326734,tousled-like kinase 1b
NC_007117.7,3932389,3957492,dync1i2b,plus,561612,
NC_007117.7,3961319,3982783,slc25a12,minus,337675,"solute carrier family 25 (aspartate/glutamate carrier), member 12"
NC_007117.7,3984841,3998199,unc50,minus,393217,unc-50 homolog (C. elegans)
NC_007117.7,4001690,4003570,si:dkeyp-13a3.6,plus,100307084,
NC_007117.7,4007118,4010042,LOC110439848,minus,110439848,
NC_007117.7,4033960,4147293,sema5bb,plus,100000009,
NC_007117.7,4160829,4177628,trim25l,plus,448857,
NC_007117.7,4184783,4228557,trak2,minus,560810,
NC_007117.7,4229668,4250111,wu:fj77h11,plus,100536950,
NC_007117.7,4251791,4368832,nbeal1,plus,100332617,
NC_007117.7,4371081,4401247,rbm26,plus,619195,
NC_007117.7,4402696,4403892,LOC103911160,plus,103911160,
NC_007117.7,4416701,4527492,LOC110439856,minus,110439856,
NC_007117.7,4454586,4457634,LOC103911161,plus,103911161,
NC_007117.7,4528949,4536441,rnf219,plus,100003830,
NC_007117.7,4539953,4543005,pou4f1,plus,58057,POU class 4 homeobox 1
NC_007117.7,4542700,4626099,LOC110439857,minus,110439857,
NC_007117.7,4872890,5399796,pcdh9,plus,100004118,
NC_007117.7,5767437,5792897,LOC101885826,minus,101885826,
NC_007117.7,5911563,5916661,LOC101885479,plus,101885479,
NC_007117.7,6002785,6007127,LOC110439858,minus,110439858,
NC_007117.7,6231382,6258524,rtn4a,minus,447816,reticulon 4a
NC_007117.7,6270734,6273515,rps27a,plus,337810,ribosomal protein S27a
NC_007117.7,6275404,6295459,mtif2,minus,556465,mitochondrial translational initiation factor 2
NC_007117.7,6297597,6346552,ccdc88aa,minus,100329473,
NC_007117.7,6394888,6423870,si:ch211-194e18.2,minus,100535478,
NC_007117.7,6458933,6487916,cep170ab,minus,566358,
NC_007117.7,6491013,6545223,bcl11ab,plus,566491,B-cell CLL/lymphoma 11Ab
NC_007117.7,6662479,6666426,zgc:113227,plus,541506,zgc:113227
NC_007117.7,6669368,6673729,si:dkey-261j15.2,minus,794828,si:dkey-261j15.2
NC_007117.7,6736925,6775821,ccdc85al,minus,447831,"coiled-coil domain containing 85A, like"
NC_007117.7,6775780,6796466,sec23b,plus,327268,"Sec23 homolog B, COPII coat complex component"
NC_007117.7,6797510,6800248,si:ch211-85n16.3,plus,100329329,
NC_007117.7,6802556,6808505,dtd1,plus,445046,D-tyrosyl-tRNA deacylase 1
NC_007117.7,6812764,6847258,si:ch211-85n16.4,plus,565615,
NC_007117.7,6850855,6922290,zgc:171558,plus,100141331,zgc:171558
NC_007117.7,6924575,6965236,LOC405768,plus,405768,protein kinase Npk
NC_007117.7,6972958,6976107,tuba8l4,minus,393154,"tubulin, alpha 8 like 4"
NC_007117.7,6989027,6993056,si:ch211-114n24.6,minus,795591,si:ch211-114n24.6
NC_007117.7,6999489,7052620,bin1b,minus,447863,bridging integrator 1b
NC_007117.7,7059999,7082672,ihhb,minus,30299,Indian hedgehog homolog b
